"","Acetanaerobacterium","Acidaminococcus","Acinetobacter","Actinomyces","Adlercreutzia","Akkermansia","Alistipes","Allisonella","Allobaculum","Anaerococcus","Anaerofilum","Anaerorhabdus","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovorax","Atopobium","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Bulleidia","Butyricicoccus","Butyricimonas","Caldimonas","Caloramator","Campylobacter","Catenibacterium","Citrobacter","Clostridium_III","Clostridium_IV","Clostridium_XI","Clostridium_XVIII","Clostridium_XlVa","Clostridium_XlVb","Clostridium_sensu_stricto","Collinsella","Comamonas","Coprobacillus","Coprococcus","Corynebacterium","Cronobacter","Denitrobacterium","Desulfotomaculum","Desulfovibrio","Dialister","Dietzia","Dorea","Eggerthella","Enterobacter","Enterococcus","Enterorhabdus","Erwinia","Erysipelothrix","EscherichiaShigella","Ethanoligenens","Eubacterium","Faecalibacterium","Filifactor","Finegoldia","Flavonifractor","Fusobacterium","Gardnerella","Gemella","Gemmiger","Geosporobacter","Gordonibacter","Gracilibacter","Granulicatella","Haemophilus","Hafnia","Halomonas","Hespellia","Holdemania","Howardella","Klebsiella","Kluyvera","Lachnobacterium","Lactobacillus","Lactococcus","Lactonifactor","Leuconostoc","Lutispora","Marvinbryantia","Megamonas","Megasphaera","Methanobrevibacter","Methylobacterium","Micrococcus","Mitsuokella","Mobiluncus","Mogibacterium","Moryella","Murdochiella","Mycoplasma","Negativicoccus","Neisseria","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Pantoea","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Porphyromonas","Prevotella","Propionibacterium","Proteus","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pyramidobacter","Rhodococcus","Robinsoniella","Roseburia","Rothia","Ruminococcus","Saccharofermentans","Salmonella","Selenomonas","Shewanella","Slackia","Sneathia","Solobacterium","Sphingomonas","Sporanaerobacter","Sporobacter","Staphylococcus","Stenotrophomonas","Streptococcus","Subdoligranulum","Succinivibrio","Sutterella","TM7_genera_incertae_sedis","Tepidimicrobium","Tindallia","Tissierella","Turicibacter","Unassigned","Vampirovibrio","Varibaculum","Veillonella","Victivallis","Weissella","Zimmermannella"
"HIV18",45,0,0,166,0,0,184,0,29,0,0,0,10,9,0,18,6,537,292,29,7,225,0,0,0,0,0,84,0,280,43,1406,73,86,0,378,1025,16,231,0,0,127,0,8,22,0,114,172,0,101,5,52,90,76,6,0,2932,0,178,284,0,0,85,0,0,0,335,0,0,132,17,0,3,0,12,0,18,0,82,30,41,4,0,0,25,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,167,26,4891,0,12,14,0,0,0,0,0,0,0,14,0,2318,0,11,0,60,0,71,0,4,64,0,156,140,3,0,0,12,0,47,0,0,69,0,8,28,14,0,0,0,192,0,0,0,1435,0,0,0,0,0,0
"HIV19",8,0,0,8,0,8,189,0,0,189,0,0,0,8,8,0,9,2923,29,1253,13,82,0,0,26,49,0,16,0,0,4303,10,14,10,9,231,0,0,224,0,12,20,233,52,8,0,0,0,0,11,11,84,2845,0,9,0,1204,0,124,353,0,174,13,0,0,0,68,0,10,0,0,0,2,0,17,0,0,37,74,0,217,572,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,118,0,0,156,0,0,0,0,0,0,0,674,0,600,0,49,0,0,0,0,0,0,45,0,119,0,87,0,0,0,0,0,0,0,39,0,0,46,7,0,0,0,0,0,0,3,1827,0,0,379,0,0,0
"HIV20",0,0,5,12,6,4,19,0,81,0,2,0,0,2,0,5,3,306,13,246,0,230,0,0,0,2,0,5,0,375,7,2,17,163,1,109,5,17,93,0,2,31,49,0,112,0,11,28,0,337,5,4,8,64,0,0,6,1,42,628,0,0,0,0,0,0,338,0,2,3,0,13,2,0,5,3,5,2,0,0,98,1070,2,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,9,87,0,36,0,0,72,0,1,6,0,0,76,0,6,0,13852,5,0,2,4,0,0,0,4,231,2,133,0,1,0,0,61,0,0,2,0,12,5,0,4,11,73,0,2,0,0,0,205,446,0,0,5,0,0,0
"HIV21",0,0,0,76,0,0,8,0,0,110,0,0,0,12,0,0,42,1211,0,2196,111,1310,0,0,0,0,0,0,0,0,0,4,25,9,41,382,0,219,106,0,0,6,0,0,0,0,34,0,0,0,461,7,1429,0,0,0,71,0,0,0,0,0,12,0,0,10,7,0,0,0,43,0,0,0,0,0,0,7,7,0,135,16,0,4,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,433,0,0,0,0,0,0,0,0,0,568,9,0,0,0,0,0,0,62,23,17,24,0,0,0,0,0,0,8,0,0,0,0,0,8930,0,0,0,18,0,0,0,0,341,0,0,915,0,0,0
"HIV22",18,15,7,16,0,0,14,0,223,0,3,0,0,5,0,12,6,1101,0,76,10,313,0,0,10,5,0,11,0,711,26,648,28,2,3,170,0,7,85,6,0,166,0,4,61,0,15,0,0,61,3,54,123,32,0,0,1844,5,0,6410,0,0,0,0,0,0,356,0,2,8,11,0,3,0,17,66,11,0,28,0,5,48,0,19,3,0,0,0,0,0,6,0,13,9,0,0,0,0,0,0,167,0,76,5,0,28,0,0,0,0,12,0,0,233,0,4159,0,32,7,0,4,0,0,0,444,8,63,0,13,0,0,51,0,9,0,0,0,4,0,99,5,134,0,3,0,0,0,0,659,0,0,0,0,732,0
"HIV23",0,0,21,13,0,0,163,0,21,0,0,0,0,0,0,0,0,235,5,13,0,787,0,0,0,0,0,0,0,0,5,7,0,0,633,62,0,0,10,13,30,5,0,0,5,0,0,19,0,9,5,6,14570,0,0,0,55,0,0,372,0,0,0,0,0,0,93,0,0,0,0,0,3,0,0,0,0,0,0,0,570,4,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,641,0,0,0,0,0,0,0,0,0,658,0,0,0,7,8,0,0,7,12,0,120,0,0,0,3,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,4,662,0,0,0,0,0,0
"HIV25",0,48,52,0,0,25,0,0,0,0,0,0,0,0,11,0,0,353,0,25,9,21,0,0,0,0,0,26,145,18,17,19,7,0,6,102,0,0,0,13,0,0,0,0,20,0,0,0,0,0,665,12,1180,16,0,0,2008,0,19,1191,0,0,0,0,0,0,706,0,6,0,0,0,0,4,5,0,0,0,30,0,4207,0,0,6,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,81,0,0,117,0,0,0,37,0,0,0,0,0,938,0,49,0,0,0,0,0,0,0,0,19,0,0,0,0,9,0,0,0,0,7,0,0,1088,19,0,0,0,0,0,0,0,6586,0,0,0,0,7,0
"HIV26",71,0,19,23,0,5,58,0,9,114,5,0,0,0,13,0,4,2329,4,43,36,169,13,0,28,5,0,49,0,7,26,45,11,2,0,581,13,0,76,7,4,8,0,0,15,23,137,311,0,36,39,10,3429,42,0,0,1895,13,80,2175,0,144,7,0,0,0,93,0,0,24,0,0,3,0,22,0,5,0,63,0,78,6,0,3,3,0,0,0,0,0,0,0,0,28,21,0,0,0,0,18,23,0,1351,0,5,65,137,0,0,38,0,104,0,10,0,4695,0,8,5,31,0,0,0,29,28,4,131,12,0,0,0,24,0,13,0,0,65,0,0,100,0,50,0,3,0,5,0,0,550,0,0,0,0,0,0
"HIV27",14,0,16,7,1,0,69,0,0,0,2,0,28,265,3,0,2,2620,252,1,13,470,0,0,156,16,0,12,0,0,544,29,21,6,2,1482,7,3,51,0,0,255,0,85,14,0,0,47,0,238,11,124,75,23,0,0,268,10,28,2030,0,0,15,0,0,3,247,0,0,2,0,0,1640,0,38,26,0,0,89,6,0,1,6,2,10,12,0,0,2,0,0,0,0,0,0,0,0,0,1,30,0,7,183,2,3,322,0,14,15,0,0,0,0,0,0,4757,0,2,9,28,0,0,0,2,928,6,308,0,9,0,0,23,0,0,0,0,28,0,0,75,14,0,0,0,75,0,0,0,1691,0,0,7,0,0,0
"HIV28",8,0,8840,15,0,0,26,0,0,2059,1,0,0,5,6,27,6,123,5,1,0,22,0,0,6,6,0,1,0,0,3245,19,9,2,2,266,4,3,48,2,0,8,87,1,7,2,0,20,0,16,24,43,30,4,1,0,15,3,95,37,0,362,2,0,0,0,7,0,1,61,0,0,68,0,7,0,3,2,2,2,1,0,1,0,1,2,0,0,51,0,0,0,18,0,0,0,0,0,0,8,1,1,286,0,1,32,0,1,0,0,9,1586,92,0,424,368,0,2,0,7,0,0,0,1,2,0,65,3,0,0,0,0,0,0,0,0,34,0,6,16,0,0,0,0,0,0,0,2,551,0,0,2,0,0,0
"HIV29",73,0,25,10,18,1765,395,0,130,155,0,7,0,10,6,23,86,788,220,268,10,128,0,0,11,49,0,9,0,0,429,19,40,89,8,167,0,444,116,9,4,105,0,131,25,6,33,256,0,32,5,3660,1752,2,18,0,1753,0,372,607,0,0,4,0,135,0,78,5,0,150,0,0,6,3,9,0,4,19,91,75,59,3,2,2,5,0,0,0,418,0,0,0,16,6,0,0,0,0,0,58,104,0,615,0,0,86,0,0,0,167,0,246,0,30,0,1228,0,13,0,10,13,0,0,5,23,0,410,0,136,0,6,8,0,0,0,0,63,0,0,65,10,16,0,0,252,0,0,26,1012,0,0,0,0,0,0
"HIV3",4,0,22,115,14,7,0,0,568,0,3,6,13,85,0,30,18,28,0,89,0,869,0,0,59,0,0,6,0,1549,5,26,16,211,5,543,0,197,595,0,0,256,0,4,170,3,0,140,0,367,5,4,442,147,0,4,22,0,255,20,0,0,6,0,0,26,10,4,10,110,0,0,0,3,36,35,28,0,0,102,11,8,4,12,93,0,0,0,5508,0,0,0,0,156,0,0,0,0,0,7,146,4,81,0,0,0,0,8,0,0,99,0,48,9,0,194,5,0,14,19,2075,0,0,9,297,4,695,11,0,7,0,54,0,83,0,0,29,12,156,102,0,26,0,16,0,0,0,3,2521,45,0,0,0,2,0
"HIV30",5,7,11920,0,0,13,3,0,8,0,0,0,15,253,0,0,2,742,0,193,0,158,0,0,4,0,0,0,0,0,16,1,5,5,6,316,5,99,18,2168,4,31,0,10,0,0,0,46,0,65,20,7,38,0,1,0,264,1,115,840,0,59,9,0,0,0,41,0,4,0,0,0,1,0,19,6,0,0,3,0,7,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,8,3,2,0,6,0,353,0,110,0,2,0,0,0,0,0,0,0,0,4,0,5,8,7,8,3,0,0,0,0,539,0,0,0,0,0,0
"HIV31",7,0,13,16,0,4809,88,0,10,60,0,0,0,85,6,0,13,3311,0,1,72,69,0,0,43,35,0,0,0,0,5,5,29,7,4,1416,43,0,2,0,110,671,0,18,0,0,8,28,0,6,70,9,4,0,0,0,1640,0,132,32,0,394,43,0,15,0,16,0,0,41,0,0,2,2,68,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,265,65,0,316,0,0,183,0,1053,0,1039,0,80,0,25,0,0,0,5,1597,0,148,0,12,0,0,2,0,6,0,0,25,4,0,50,0,0,0,3,0,0,0,6,1515,0,0,17,3,0,0
"HIV32",10,0,27,96,0,9,0,0,6,92,0,0,0,0,0,0,72,21,0,17,0,164,0,0,4299,0,0,0,0,0,34,9,30,205,9,2715,0,3082,0,16,28,11,54,9,0,0,0,0,21,9,157,100,1605,0,11,0,2951,0,25,49,0,0,0,0,0,16,144,0,0,10,82,0,0,116,17,0,0,0,112,0,571,8,14,0,4,0,0,34,0,16,9,0,0,0,0,0,0,0,0,0,13,6,16,0,0,10,0,0,0,54,0,0,75,0,0,304,0,27,15,7,17,0,46,0,75,10,51,0,4,0,50,3,0,18,9,0,0,13,8,1406,0,25,0,102,0,0,0,0,476,0,0,0,0,0,0
"HIV33",0,32,140,10,0,6,46,0,12,0,0,0,0,13,0,0,0,1221,7,278,0,283,0,0,75,0,0,0,0,363,36,29,7,7,6,119,24,12,143,22,9,178,0,12,11,0,17,0,0,134,0,50,133,23,0,0,3517,0,26,546,0,0,14,0,0,0,61,0,0,24,25,0,0,97,5,0,9,0,46,0,66,5,0,0,22,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,30,18,0,32,0,0,29,0,0,374,104,33,0,420,0,20,52,10,16,0,0,0,1462,0,110,0,0,0,35,38,0,0,0,0,0,10,39,8925,0,56,51,0,0,0,0,0,170,0,0,17,0,0,0
"HIV34",4,93,40,2,0,3,59,0,2,0,1,0,0,4,128,66,0,486,3,7,6,29,0,0,0,3,0,1,0,3,4441,12,18,1,8,253,9,86,35,3,3,57,0,25,2,1,69,26,0,8,14,7938,397,6,5,0,110,0,183,248,0,139,6,31,0,0,19,0,2,28,203,0,2,19,7,5,29,52,60,2,6,0,0,1,1,0,0,0,106,2,0,0,0,0,5,0,0,0,0,79,0,0,342,34,8,181,5,0,0,0,0,0,0,12,0,444,0,6,2,10,1493,0,4,0,30,5,139,18,20,0,5,2,0,0,0,0,5,6,2,28,0,0,0,0,0,0,0,5,1371,0,0,5,0,0,0
"HIV35",0,84,24,2,0,2,3,0,0,0,0,0,0,0,0,0,0,1961,0,236,4,76,0,0,0,0,0,0,40,0,10936,0,0,14,4,126,0,17,0,0,0,29,132,159,0,0,7,0,0,202,0,862,184,0,4,0,318,0,4,190,0,0,0,0,0,0,4,0,0,0,0,0,0,10,4,0,0,29,107,0,956,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,395,0,0,0,0,0,84,0,46,0,171,0,36,4,0,10,0,0,0,791,0,15,0,34,0,3,0,0,0,0,0,0,0,354,15,0,14,0,0,0,0,0,0,935,0,0,0,0,224,0
"HIV36",0,0,16,74,0,15,7,46,0,123,0,0,0,12,0,0,0,4935,0,624,27,149,0,0,21,0,0,0,0,0,22,5,0,42,17,569,0,26,62,0,8,58,0,24,0,0,0,0,0,40,55,49,3269,30,0,0,4018,0,10,165,0,0,0,0,0,0,0,0,0,0,0,0,9,17,14,0,0,0,303,0,42,108,0,16,43,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,14,0,0,0,0,0,0,0,0,559,0,0,0,0,0,13,10,0,9,0,0,0,722,8,26,0,5,0,9,0,0,8,12,0,0,0,0,2861,0,34,0,15,0,0,0,0,391,0,0,62,0,15,0
"HIV37",15,87,26,0,0,0,2868,0,4,0,0,0,0,31,7,0,0,6582,0,41,313,334,0,0,44,0,0,0,0,10,16,4,60,19,32,1050,13,6,3,0,18,79,83,23,0,0,0,0,15,44,129,10,2960,2,0,0,30,6,16,47,0,0,14,0,0,0,199,0,44,0,0,0,2,49,36,23,0,52,4,0,15,19,7,10,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,615,0,6,0,0,0,0,0,257,0,223,5,0,14,5,5,0,0,3,952,0,39,0,6,0,22,0,0,0,6,0,0,0,0,101,18,0,11,0,0,0,0,0,2135,0,0,0,0,3,0
"HIV38",0,0,7,4,0,5,95,0,0,0,3,0,0,0,0,0,0,9216,0,701,0,330,0,0,14,0,0,0,0,5,3,4,22,2,0,559,39,0,16,0,0,141,35,0,0,0,0,0,0,36,17,3,5,0,0,0,18,0,16,1610,0,69,40,0,0,0,44,0,2,0,0,0,0,31,13,0,0,0,0,0,6,0,0,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,228,318,0,63,0,0,0,0,0,0,4202,4,2,4,4,4,0,0,0,40,4,208,0,0,0,8,33,0,0,5,0,3,0,0,72,5,0,190,0,0,0,0,0,1439,0,0,12,0,6,0
"HIV39",0,0,0,17,0,16,22,0,0,0,12,0,0,0,0,0,14,3898,0,8,0,147,44,0,73,0,0,0,0,0,54,0,137,62,0,640,0,20,13,0,0,0,150,20,0,0,0,68,92,0,0,159,62,0,15,0,11407,0,0,0,0,0,37,0,0,0,97,0,0,0,0,0,0,26,79,0,0,0,79,0,0,46,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,149,37,0,588,0,43,0,0,0,0,0,0,93,14,37,0,24,0,7,0,0,0,0,0,0,16,0,84,0,0,0,0,0,0,0,9,1028,0,0,296,0,0,0
"HIV4",0,0,39,123,22,13,7,0,1095,0,0,0,0,107,7,0,19,34,0,180,5,1305,0,0,31,0,0,0,0,2845,19,17,12,192,7,960,14,268,985,0,0,354,42,0,232,0,0,0,0,474,44,10,325,162,0,4,30,4,154,0,0,0,0,0,0,0,5,0,9,89,15,0,0,4,52,21,71,4,0,7,12,8,7,15,5,13,0,0,2978,4,0,0,0,158,0,0,0,0,0,0,228,0,29,0,0,7,0,0,0,0,21,91,0,0,0,194,9,0,15,5,13,0,0,16,354,0,312,0,0,0,0,29,0,132,8,0,13,6,713,107,0,17,0,8,141,0,0,3,3561,34,0,0,0,0,0
"HIV5",5,0,9,9,81,11688,20,0,4,0,3,0,0,28,7,13,4,33,0,29,0,636,0,0,0,0,0,2,0,7,0,405,56,6,48,283,21,13,13,0,4,173,0,0,9,0,0,14,0,82,68,49,9,3,0,0,19,6,82,251,0,0,5,130,27,0,238,0,0,22,0,0,0,0,27,6,0,0,0,4,123,4,0,2,66,5,0,24,3,2,0,0,0,0,0,0,0,0,0,0,3,0,358,0,5,7,0,9,0,0,0,0,0,0,0,313,0,2,29,25,0,0,0,7,879,12,120,0,0,0,0,21,0,0,0,0,38,0,0,2318,0,18,0,0,0,0,0,3,932,0,0,0,0,4,0
"HIV6",0,0,68,57,8,40,5,0,6,0,5,0,10,231,0,0,10,35,0,1674,0,1786,0,0,23,0,0,8,0,408,0,14,27,368,12,1105,0,615,970,0,0,1158,0,6,3,0,0,0,0,902,55,5,6,143,0,0,53,5,182,405,0,0,0,177,0,96,610,0,20,33,78,0,0,23,68,0,0,0,0,17,712,0,20,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,273,0,46,0,0,9,0,11,0,29,0,263,0,0,0,288,0,5,45,0,11,0,0,11,1686,6,673,0,0,0,12,0,0,6,8,0,0,0,0,782,47,0,15,7,0,0,0,40,3333,0,0,0,0,0,0
"HIV8",0,0,27,86,6,15,0,0,1277,0,0,0,9,25,0,0,20,23,0,64,0,3039,0,2,0,0,0,13,0,59,13,15,28,110,9,1538,0,19,428,0,0,136,0,0,77,0,0,0,0,1527,7,0,74,156,0,5,21,0,148,62,0,0,5,0,0,13,140,0,9,11,38,0,0,2,161,10,0,5,0,0,25,5,35,0,3,37,0,0,4,2,0,0,0,22,0,0,0,0,0,0,55,7,0,0,0,8,0,0,0,23,128,0,0,0,0,235,14,0,20,0,6,0,0,144,226,58,1623,0,0,0,0,84,0,135,0,0,0,0,18,2730,0,0,0,11,0,0,0,7,4190,0,0,0,0,3,0
"SRR1159399",25,2,1,0,0,33,272,0,0,374,0,0,19,51,0,48,0,1505,11,178,29,623,0,0,0,53,0,0,2733,0,0,208,15,91,54,401,32,178,21,0,0,24,85,16,0,0,0,546,0,100,0,10,0,0,5,0,3305,0,376,638,0,355,0,0,0,0,145,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,370,56,0,567,0,0,0,42,0,0,613,7,27,157,0,7,51,0,0,234,9,0,1059,441,0,0,0,0,0,0,2,0,449,0,765,0,0,0,0,0,0,0,0,0,165,27,0,0,0,0,0,0,560,0,0,38,1724,0,17,8,0,0,0
"SRR1159402",0,0,70,0,0,0,419,0,77,67,0,0,0,0,0,0,0,854,355,0,0,471,0,0,0,51,0,0,389,558,0,0,0,0,0,639,228,0,292,0,0,0,0,0,0,0,79,479,4,322,0,0,58,31,0,0,0,0,86,1814,0,0,35,1401,0,0,161,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,163,0,27,0,0,0,0,0,8,0,0,617,0,0,13,93,0,0,0,0,339,0,0,568,3981,0,0,0,0,0,0,69,0,1065,0,980,0,0,0,0,0,0,0,2,0,17,0,29,0,0,13,242,0,0,0,0,0,1425,0,123,0,0,0,0
"SRR1159405",0,0,74,0,0,0,5,0,369,0,0,0,12,99,0,0,0,393,161,0,0,651,0,0,0,0,0,0,17,412,0,31,0,16,0,1461,0,0,56,0,0,86,0,0,0,0,71,381,0,280,0,0,8,0,0,0,0,0,17,1288,0,0,0,13,0,0,1018,0,0,0,0,305,0,0,0,107,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,241,0,105,0,0,0,0,0,4,0,0,98,0,0,0,83,5,0,0,0,12,0,155,12,8374,0,0,0,0,0,0,32,0,1183,0,344,0,0,0,0,0,0,0,0,0,24,0,0,772,9,0,35,0,0,0,0,0,1013,0,0,0,0,0,0
"SRR1159408",0,0,37,0,0,0,3,0,0,7,0,0,93,556,0,0,0,212,7,33,35,1371,0,0,0,29,0,0,18,0,0,0,0,1728,258,973,4,0,0,0,0,1424,254,0,0,0,0,0,0,1169,0,0,0,0,0,0,48,0,11,4118,4,49,0,99,0,0,193,0,0,0,0,12,0,0,33,0,41,0,0,0,0,0,0,0,0,0,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,25,14,0,0,5,227,53,5,23,482,0,0,0,0,0,0,9,0,2036,0,436,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,110,0,0,0,0,0,794,0,0,0,0,0,142
"SRR1159411",5,773,9,0,0,47,95,60,0,105,3,0,21,176,0,0,3,2321,104,2095,0,1307,0,0,0,0,0,0,561,0,0,0,0,17,0,731,44,0,514,0,0,521,31,0,0,0,47,19,0,294,0,0,0,23,0,0,47,0,64,992,0,322,35,133,0,0,566,0,0,0,0,43,0,0,38,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,3374,0,16,0,0,0,0,0,0,0,0,226,0,1,211,250,2,0,0,86,237,0,366,24,162,0,0,0,0,0,0,15,0,846,0,911,0,0,3,0,0,60,0,0,0,58,11,0,42,11,0,18,0,0,0,0,0,825,0,12,4,0,0,0
"SRR1159414",0,200,2,25,0,31,31,0,0,2242,0,0,0,12,0,0,0,1267,4,168,0,49,23,0,0,0,0,0,963,0,0,88,0,6,0,163,0,179,24,0,0,19,367,0,0,0,0,294,40,29,0,0,0,0,0,0,141,0,825,683,0,786,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,65,82,0,402,0,0,0,3,0,0,127,0,0,36,0,0,4,0,191,1224,10,177,3110,1548,0,0,0,0,0,0,16,0,47,0,295,0,0,0,0,0,0,0,0,0,47,0,0,154,5,0,0,0,1019,0,0,7,2421,6,147,81,0,0,0
"SRR1159417",0,0,59,0,0,193,5,0,1828,338,0,0,100,39,0,11,0,25,0,0,0,783,0,0,0,5,0,0,68,452,0,0,0,0,0,2434,0,201,0,0,0,22,140,0,0,0,0,67,154,56,0,0,0,0,0,0,82,0,54,444,0,79,13,18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,621,0,0,5,0,3,0,8,0,982,0,1299,231,4534,0,0,0,0,196,0,128,0,972,0,278,0,0,0,0,0,0,0,1,0,5,0,0,26,0,624,14,0,46,0,0,0,1392,68,0,0,0,0,0
"SRR1159420",0,0,6,0,0,618,445,0,212,539,0,7,35,108,0,211,0,1997,85,14,24,602,0,0,0,56,0,0,729,0,0,198,0,17,0,829,66,0,0,0,0,259,18,4,0,0,33,779,0,838,0,0,0,0,0,0,257,0,238,1468,0,182,0,24,22,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,86,0,0,1499,0,0,261,0,7,0,0,0,219,321,5,846,508,0,0,0,0,0,0,98,0,1531,0,546,0,0,0,0,0,0,0,0,0,199,0,30,280,0,0,14,0,0,0,0,0,2262,0,0,0,0,0,0
"SRR1159423",0,0,63,0,0,189,188,0,0,59,0,0,0,0,0,0,0,2667,9,0,77,382,0,0,0,0,0,0,597,0,0,37,0,0,0,1189,15,0,0,0,0,910,27,0,0,0,0,1408,23,0,0,0,0,0,0,0,23,0,86,839,0,207,0,852,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,2377,0,0,45,0,0,0,0,0,10,18,0,523,2854,0,0,0,0,2,0,9,0,354,0,361,0,0,0,0,0,0,0,0,0,0,11,0,76,0,0,18,0,385,0,0,0,2805,0,33,48,0,0,0
"SRR1159426",0,0,121,0,0,143,82,0,0,100,0,0,8,46,0,0,3,2617,95,13,24,780,0,0,0,0,0,0,661,6,0,54,0,0,0,1724,0,556,23,0,0,355,0,0,0,0,0,11,65,52,0,0,0,0,0,0,302,0,789,1822,0,25,0,1528,0,0,853,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,142,0,0,623,0,0,2,0,2,91,0,0,841,755,196,2055,997,0,0,0,0,1,5,18,0,317,0,102,0,0,0,0,0,0,20,0,0,4,0,0,78,14,0,0,0,0,0,0,0,612,0,95,0,0,0,0
"SRR1159428",0,1,10,16,0,0,3,0,5,346,0,0,1,3,0,0,265,1859,341,0,0,16,0,0,0,0,0,0,146,0,0,6,0,0,0,9,0,4,0,0,0,0,100,8,0,0,1,50,0,0,0,0,0,0,0,0,2134,0,0,15,17,0,0,2007,85,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,168,0,0,2,0,0,9,2,0,0,0,0,0,167,32,92,788,0,371,821,0,0,0,0,1,4,5,0,26,0,10,0,0,5,0,0,8800,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,148,4,0,0,0,0,0
"SRR1159431",0,317,229,0,0,47,0,0,26,288,0,0,0,0,0,0,0,0,105,18,0,2186,0,0,0,0,0,0,363,64,0,12,0,37,0,292,0,30,0,0,0,0,0,0,0,0,0,1679,0,8,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,8,0,0,0,0,6830,0,0,0,0,273,0,80,0,2718,0,270,0,0,12,0,0,0,0,7,0,0,0,113,23,0,682,0,0,39,0,0,0,1363,0,0,0,0,0,0
"SRR1159434",0,0,202,11,0,0,0,0,218,300,0,0,8,0,0,0,0,109,10,27,0,545,0,0,0,32,0,0,1883,62,0,788,0,0,0,392,0,0,25,0,0,476,0,0,0,0,0,242,16,33,0,0,0,0,0,0,0,0,625,1135,149,0,0,2699,0,0,0,0,0,0,87,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,49,165,12,16,6,0,0,0,0,0,12,511,0,0,0,0,0,0,1380,21,269,10,287,871,2967,0,0,0,0,11,0,2,0,27,0,413,0,0,153,0,0,0,0,0,0,63,0,1,0,0,170,0,0,0,0,0,0,1926,0,169,0,0,0,0
