"","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Acetoanaerobium","Acetobacter","Achromobacter","Acidaminobacter","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinobaculum","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alcaligenes","Alistipes","Alkalibacter","Alkalibacterium","Alkalibaculum","Alkaliphilus","Allisonella","Allobaculum","Alloscardovia","Anaerobiospirillum","Anaerobranca","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerophaga","Anaeroplasma","Anaerorhabdus","Anaerosphaera","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovibrio","Anaerovorax","Aquabacterium","Aquaspirillum","Arcanobacterium","Arthrobacter","Asteroleplasma","Atopobium","Atopostipes","Azonexus","Azospirillum","Bacillus","Bacteroides","Barnesiella","Bdellovibrio","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobium","Brevibacillus","Brevibacterium","Brevundimonas","Bulleidia","Burkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","Caldilinea","Caldimonas","Caloramator","Campylobacter","Carnobacterium","Catenibacterium","Catonella","Cedecea","Cellulomonas","Cellulosilyticum","Cerasicoccus","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridium_III","Clostridium_IV","Clostridium_XI","Clostridium_XII","Clostridium_XVIII","Clostridium_XlVa","Clostridium_XlVb","Clostridium_sensu_stricto","Collinsella","Comamonas","Coprobacillus","Coprococcus","Coraliomargarita","Coriobacterium","Corynebacterium","Cronobacter","Cryptobacterium","Cupriavidus","Dehalobacter","Delftia","Denitrobacterium","Dermabacter","Desmospora","Desulfitobacterium","Desulfobulbus","Desulfohalobium","Desulfosporosinus","Desulfotomaculum","Desulfovibrio","Dethiobacter","Dethiosulfatibacter","Devosia","Dialister","Dietzia","Dongia","Dorea","Dysgonomonas","Eggerthella","Elizabethkingia","Elusimicrobium","Enhydrobacter","Enterobacter","Enterococcus","Enterorhabdus","Eremococcus","Erwinia","Erysipelothrix","EscherichiaShigella","Ethanoligenens","Eubacterium","Facklamia","Faecalibacterium","Fastidiosipila","Filifactor","Finegoldia","Flavobacterium","Flavonifractor","Fodinicurvata","Francisella","Fusobacterium","Galbibacter","Gallicola","Gardnerella","Gemella","Gemmiger","Geoalkalibacter","Geobacillus","Georgfuchsia","Geosporobacter","Gordonibacter","Gracilibacter","Granulicatella","Haemophilus","Hafnia","Hallella","Halochromatium","Halomonas","Haloplasma","Helcococcus","Helicobacter","Heliobacterium","Herbaspirillum","Hespellia","Holdemania","Howardella","Humibacter","Hydrogenoanaerobacterium","Hydrotalea","Hymenobacter","Janthinobacterium","Jonquetella","Kangiella","Kiloniella","Klebsiella","Kluyvera","Kocuria","Lachnobacterium","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leucobacter","Leuconostoc","Limnobacter","Listeria","Lutispora","Lysinibacillus","Mangrovibacter","Marispirillum","Marvinbryantia","Megamonas","Megasphaera","Mesoplasma","Methanobrevibacter","Methanosphaera","Methylobacterium","Microbacterium","Micrococcus","Mitsuokella","Mobiluncus","Modestobacter","Mogibacterium","Moorella","Moraxella","Morganella","Moryella","Mucilaginibacter","Murdochiella","Mycobacterium","Mycoplasma","Natronincola","Negativicoccus","Neisseria","Nesterenkonia","Nocardioides","Nonomuraea","Nosocomiicoccus","Novispirillum","Novosphingobium","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalicibacterium","Oxalobacter","Paenibacillus","Paludibacter","Pantoea","Papillibacter","Parabacteroides","Paracoccus","Paraeggerthella","Parapedobacter","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Pedobacter","Pelistega","Pelomonas","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phyllobacterium","Planobacterium","Plesiomonas","Pontibacter","Porphyromonas","Prevotella","Propionibacterium","Proteocatella","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoxanthomonas","Psychrobacter","Psychromonas","Pyramidobacter","Ralstonia","Raoultella","Rhizobium","Rhodococcus","Rhodospirillum","Rikenella","Robinsoniella","Roseburia","Rothia","Ruminobacter","Ruminococcus","Saccharibacillus","Saccharofermentans","Salmonella","Sarcina","Scardovia","Schlegelella","Schwartzia","Selenomonas","Serratia","Shewanella","Shimwellia","Shinella","Shuttleworthia","Slackia","Sneathia","Soehngenia","Solibacillus","Solobacterium","Sphingobacterium","Sphingobium","Sphingomonas","Sphingopyxis","Spirochaeta","Spiroplasma","Spirosoma","Sporacetigenium","Sporanaerobacter","Sporobacter","Sporosalibacterium","Sporosarcina","Staphylococcus","Stenotrophomonas","Streptacidiphilus","Streptobacillus","Streptococcus","Streptomyces","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Sulfuritalea","Sutterella","Syntrophococcus","Syntrophomonas","TM7_genera_incertae_sedis","Tannerella","Tepidibacter","Tepidimicrobium","Tessaracoccus","Thermanaerovibrio","Thermoanaerobacter","Thermogymnomonas","Thermotalea","Thiohalobacter","Thiomonas","Thioprofundum","Tindallia","Tissierella","Treponema","Turicibacter","Unassigned","Ureaplasma","Vagococcus","Vampirovibrio","Varibaculum","Variovorax","Veillonella","Vibrio","Victivallis","Virgibacillus","Vulcanibacillus","Weissella","Yersinia","Zimmermannella"
"CNTRLA10",0,10,0,22,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,161,0,0,0,0,2,9,0,0,0,0,0,0,0,0,8,0,0,1,329,2,26,5,0,9,0,0,3,0,0,0,0,0,209,58,0,50,2,2295,0,6,0,0,0,0,0,0,18,19,1,0,0,9,1,0,5,0,0,0,0,0,0,0,0,0,221,24,44,0,20,522,4,102,46,0,0,422,5,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,6,0,0,0,41,0,0,222,0,0,0,13,0,0,0,2,0,0,1,4,0,326,0,628,0,0,0,0,3,0,0,0,1,0,0,0,266,1,0,0,0,0,109,1,2,0,5,0,0,0,0,3,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,3,0,0,3,7,0,0,0,1,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,12,3,8,284,0,0,0,71,0,0,68,0,0,0,23,3,0,0,0,0,0,0,0,1,0,0,75,0,0,0,0,40,12,0,0,0,0,22,10,0,0,0,0,0,0,0,0,0,4,0,0,429,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,1,38,1,0,0,0,0,0,18,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,11,493,0,0,8,0,0,0,0,23,0,0,0,0,0
"CNTRLA11",0,16,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,78,0,0,0,0,2,34,1,0,0,0,2,0,0,0,8,0,0,8,71,2,28,3,0,9,0,0,3,0,0,0,0,0,351,147,0,80,0,1686,0,6,0,0,0,0,0,0,114,8,1,0,0,14,1,0,71,0,0,0,0,0,0,0,0,0,248,58,271,0,1,787,44,108,42,0,0,469,122,0,0,0,0,0,0,0,37,0,0,1,0,0,0,5,25,0,0,0,156,0,0,264,0,0,0,14,0,0,0,4,0,0,1,1,12,137,0,997,0,0,1,0,1,0,0,0,1,0,0,0,162,1,0,0,0,0,205,0,2,0,5,0,0,0,0,3,0,0,5,1,10,0,2,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,68,0,0,0,3,1,16,0,6,0,0,0,0,67,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,26,0,11,9,8,278,0,0,0,72,0,0,173,0,0,0,187,3,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,38,75,0,0,0,0,32,9,0,0,0,0,0,0,0,0,0,4,0,4,681,0,0,775,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,54,0,0,0,0,0,0,5,0,0,0,0,182,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,33,1276,0,0,7,0,0,3,0,24,0,0,0,0,0
"CNTRLA2",0,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,204,0,602,0,0,0,0,2,8,0,0,0,0,16,0,0,0,8,0,0,1,80,2,27,6,0,9,0,0,3,11,0,0,0,0,1382,331,0,86,3,218,0,7,0,0,0,0,0,0,19,103,1,0,0,15,1,3,0,0,0,0,0,0,0,0,0,0,164,110,66,0,4,552,4,198,27,0,0,180,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,1,139,0,0,120,0,0,0,14,1,0,0,5,0,0,1,1,7,466,0,53,0,0,0,0,22,0,0,0,1,0,0,0,56,1,0,0,0,0,70,0,2,0,5,0,0,0,0,3,0,0,4,1,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,18,0,2,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,96,14,0,174,0,0,0,74,0,0,252,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,38,6,0,0,0,0,157,14,0,0,0,0,0,0,0,0,0,3,0,0,1680,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,234,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,13,696,0,0,9,0,0,0,0,24,0,0,0,0,0
"CNTRLA3",0,65,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,692,0,0,0,0,2,76,0,0,0,0,11,0,0,0,7,0,0,17,50,0,26,9,0,8,0,0,3,0,0,0,0,0,1898,214,0,43,6,171,0,6,0,0,0,0,0,0,25,52,1,0,0,13,1,3,0,1,0,0,0,0,0,0,0,0,279,27,98,0,5,306,11,55,68,0,0,414,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,0,0,0,7,0,0,85,0,0,0,13,0,0,0,7,1,0,1,4,30,105,0,931,0,0,0,0,7,0,0,0,1,0,0,0,72,2,0,0,0,0,91,0,2,0,6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,0,15,0,0,0,1,1,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,133,0,21,420,0,0,0,56,0,0,208,0,0,0,24,0,6,1,1,0,0,0,0,1,0,0,45,0,0,0,0,43,2062,0,0,0,0,80,5,0,0,0,0,0,0,0,0,0,4,0,0,848,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,3,0,98,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,25,529,0,0,8,0,0,3,0,24,0,0,0,0,0
"CNTRLA4",0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,68,0,0,0,0,2,46,0,0,0,0,0,0,0,0,8,0,0,1,17,0,29,3,0,9,0,0,3,0,0,0,0,0,298,180,0,212,2,100,0,7,0,0,0,0,0,0,8,34,1,0,0,9,1,0,5,0,0,0,0,0,0,0,0,0,183,4,69,0,11,114,4,33,8,0,0,99,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,40,0,0,51,0,0,0,14,0,0,0,10,0,0,1,1,1,24,0,177,0,0,0,0,3,0,0,0,1,0,0,1,57,1,0,0,0,0,12,0,2,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0,0,0,1,1,0,0,0,130,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,13,2,0,84,0,0,0,73,0,0,83,0,0,0,21,0,0,0,0,5,0,0,0,1,0,0,22,0,0,0,0,38,665,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,3,0,0,182,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,6,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,4,333,0,0,9,0,0,3,0,24,0,0,0,0,0
"CNTRLA5",0,9,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,113,0,18,0,0,0,0,1,77,0,0,0,0,2,0,0,0,5,0,0,6,188,2,1,1,0,3,0,0,1,0,0,0,0,0,208,20,0,218,0,902,0,0,0,0,0,0,0,0,80,7,1,0,0,12,1,0,115,0,0,0,0,0,0,0,1,0,541,10,220,1,24,378,8,212,27,0,1,477,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,64,0,0,0,80,0,0,120,0,0,0,8,0,0,0,13,0,0,10,1,0,35,0,662,0,0,0,0,1,0,0,0,0,0,2,2,123,1,0,0,0,0,48,0,9,0,1,0,0,0,0,0,0,2,6,2,11,0,0,1,0,0,0,0,0,1,0,2,5,52,0,0,0,0,0,0,0,31,0,0,0,4,7,11,0,1,4,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1,2,21,0,0,0,17,0,0,19,0,0,0,40,7,1,0,0,0,0,0,0,1,0,0,40,0,0,0,0,51,2411,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,25,0,5,424,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,1,0,12,2,0,0,0,0,0,69,0,0,0,0,151,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,45,361,0,0,130,0,0,1,1,16,0,0,0,0,0
"CNTRLA6",0,10,0,2,1,0,0,0,2,0,0,0,1,1,16,0,0,0,0,0,5,0,0,0,0,2,82,0,0,0,0,1,1,0,0,7,0,0,2,253,0,26,5,0,8,0,0,3,1,0,0,0,0,19,6,0,58,0,690,0,5,0,0,0,0,0,0,44,4,1,0,0,11,1,0,129,0,0,0,0,0,0,0,0,0,341,49,579,0,4,606,3,204,135,0,3,304,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,22,0,0,0,8,0,0,100,0,1,0,13,0,0,0,3,0,0,1,0,2,134,0,789,0,0,0,0,1,0,0,0,1,0,0,0,344,2,0,0,0,0,98,0,2,0,5,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,51,1,0,0,3,1,14,0,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,8,4,0,87,0,0,0,55,0,0,4,0,0,0,24,0,0,0,0,1,0,0,0,1,0,0,24,0,0,0,0,39,68,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,4,0,0,486,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,68,1,0,1,0,0,0,22,0,1,0,0,3,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,50,576,0,0,8,0,0,0,0,24,0,0,0,0,0
"CNTRLA7",0,2,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,582,0,0,0,0,1,143,0,0,0,0,0,0,0,0,6,0,0,10,27,0,2,5,0,3,0,0,1,0,0,0,0,0,1930,332,0,84,0,638,0,0,0,0,0,0,0,0,81,24,1,0,0,42,1,0,85,0,0,0,0,0,0,0,0,0,11,4,17,1,37,352,3,2,50,0,0,299,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,94,0,0,66,0,0,0,8,0,0,0,0,0,0,10,0,0,114,0,1367,0,0,0,0,1,0,0,0,0,0,0,0,771,2,0,0,0,0,74,0,1,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,3,5,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,52,1,22,175,0,0,0,23,0,0,296,0,0,0,34,0,31,0,0,0,0,0,0,1,0,0,2,0,0,0,0,54,4093,0,0,0,0,57,10,0,0,0,0,0,0,0,0,0,22,0,0,1204,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,24,0,2,0,0,5,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7,6,647,0,0,8,0,0,1,0,17,0,0,0,0,0
"CNTRLA8",0,88,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,65,0,762,0,2,0,0,2,34,0,0,0,0,1,0,0,8,8,0,0,43,106,13,24,21,0,114,0,0,3,0,0,0,0,0,3586,776,0,23,9,242,0,6,0,0,0,0,0,0,44,193,17,0,1,36,1,0,49,0,0,0,0,0,0,0,0,0,134,18,35,1,31,492,26,18,20,0,0,319,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,48,0,0,0,302,0,0,85,0,0,0,318,0,0,0,7,0,0,10,1,6,160,0,1044,0,0,0,0,7,0,0,0,31,0,0,0,140,54,0,0,0,0,110,3,2,0,171,0,0,0,0,3,0,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,7,0,0,0,6,1,383,0,0,0,0,0,0,78,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,144,7,42,434,0,7,0,59,0,1,236,0,0,1,22,0,15,0,0,1,3,0,0,6,0,0,28,0,0,0,0,41,4745,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,4,0,0,392,0,0,282,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,1,0,0,0,0,134,0,0,0,0,0,0,5,0,0,1,0,1447,0,121,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,691,18,1297,0,0,177,0,0,0,0,326,0,0,0,0,0
"CNTRLA9",0,264,0,3,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,38,0,0,0,0,7,0,0,0,8,0,0,8,34,32,26,40,0,9,0,0,3,0,0,0,0,0,93,103,0,26,3,248,0,6,0,0,0,0,0,0,90,7,1,0,0,15,1,1,209,0,0,0,0,0,0,0,0,0,1226,89,42,0,0,428,43,95,49,0,0,682,70,0,0,0,0,0,0,0,29,0,0,0,0,0,0,7,6,0,0,0,105,0,0,106,0,0,0,255,0,0,0,12,0,0,49,1,38,225,0,766,0,0,0,0,7,0,0,0,1,0,0,0,147,1,0,0,0,0,93,0,24,0,5,0,0,0,0,3,0,5,1,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,1,136,0,26,1,0,0,0,108,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,25,0,44,47,15,555,0,3,0,71,0,0,32,0,0,0,23,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,40,166,0,0,0,0,5,20,0,0,0,0,0,1,0,0,0,4,0,0,230,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,1,122,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,55,1339,0,0,107,0,0,0,0,23,0,0,1,0,0
"CNTRLP1",0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,2,6,1,0,0,0,32,0,0,0,7,8,0,21,64,0,3,9,0,4,0,0,1,1,0,0,0,0,1491,79,0,128,0,370,0,0,0,0,0,0,0,0,8,31,1,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,178,195,108,0,46,755,3,34,92,0,0,357,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,1,10,0,0,165,0,0,0,9,2,0,0,0,0,0,1,1,13,360,0,1350,0,0,0,0,1,0,0,0,0,0,0,0,514,1,0,0,0,0,152,0,1,1,3,0,0,0,0,0,0,0,5,1,0,0,13,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,9,0,0,0,5,5,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,44,0,33,207,0,0,0,31,0,0,45,0,0,0,29,6,1,0,0,0,0,0,0,1,0,0,66,0,0,0,0,319,4,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,14,0,2,330,0,0,642,0,3,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,43,0,0,0,0,4,0,454,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,1036,0,0,5,0,0,1,0,18,0,2,0,0,0
"CNTRLP2",0,30,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,648,0,0,1,0,2,28,0,0,0,0,1,0,0,0,8,1,0,17,54,0,27,4,0,9,0,0,3,0,0,0,0,0,2436,134,0,21,7,131,0,6,0,0,0,0,0,0,33,36,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,375,40,181,0,14,269,4,35,13,0,0,227,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,21,0,1,0,7,0,0,78,0,0,0,13,2,0,0,0,0,0,1,2,27,386,0,1177,0,0,0,0,1,0,0,0,1,0,0,0,739,1,0,0,0,0,148,1,2,0,5,0,0,0,0,3,0,0,1,95,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,1,1,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,25,0,82,0,30,312,0,0,0,71,0,0,122,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,348,0,0,0,0,38,7,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,4,0,0,164,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,60,2,0,0,0,0,0,31,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,93,885,0,0,7,0,0,0,0,22,0,0,0,0,0
"CNTRLP3",0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,53,0,0,0,0,0,0,0,0,7,0,0,8,29,0,26,3,0,8,0,0,3,0,0,0,0,0,191,83,0,626,2,228,0,6,0,0,0,0,0,0,25,4,1,0,0,5,1,0,174,0,0,0,0,0,0,0,21,0,170,10,250,0,0,342,3,23,36,0,0,192,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,6,0,0,0,127,0,0,75,0,0,0,13,0,0,0,1,0,0,10,1,11,96,0,408,0,0,0,0,1,0,0,0,1,0,0,0,35,2,0,0,0,1,173,0,13,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,1,15,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,13,9,0,108,0,3,0,58,0,0,84,0,0,0,139,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40,201,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,4,0,0,527,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,282,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,62,363,0,0,7,0,0,11,0,23,0,0,0,0,0
"CNTRLP4",0,27,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,28,0,173,1,0,3,0,2,47,0,0,1,0,5,0,0,0,8,0,0,1,41,0,27,18,0,8,0,0,3,0,0,0,0,1,481,297,0,12,19,134,0,5,0,0,0,0,0,0,83,18,13,0,0,13,1,0,112,0,0,0,0,0,0,0,0,0,300,6,30,1,0,204,54,26,8,0,0,124,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,12,6,0,3,0,186,0,0,50,0,0,0,13,0,0,0,3,0,0,10,5,2,61,0,685,0,0,0,0,10,0,0,0,1,0,0,0,70,2,0,0,0,0,251,0,25,0,5,0,0,0,0,3,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,34,0,0,0,1,1,15,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,40,0,2,669,0,3,0,57,0,0,190,0,0,0,23,0,0,0,1,0,0,0,0,1,0,0,43,0,0,0,0,42,14,0,0,0,0,27,66,0,0,0,0,0,0,0,0,0,4,0,1,267,0,0,248,0,485,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,150,0,0,3,0,8,0,4,0,0,0,0,3,0,199,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,8,9,3,2701,0,0,740,0,0,0,0,24,0,0,0,0,0
"CNTRLP5",0,2,0,0,0,0,0,0,113,0,0,0,0,1,0,0,0,0,0,0,70,0,0,0,0,2,0,0,0,0,1,2,0,0,0,7,0,0,49,76,2,3,6,0,4,0,0,1,0,0,0,0,0,3894,155,0,163,4,386,0,0,0,0,0,0,0,0,49,6,1,0,0,20,1,0,42,1,0,0,0,0,0,0,0,0,33,11,68,0,101,1398,30,9,6,0,0,539,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,215,0,0,73,0,0,0,9,1,0,0,0,0,0,1,0,1,53,0,644,0,0,0,0,8,0,0,0,0,0,0,0,138,2,0,0,0,3,0,5,1,0,3,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,49,0,0,0,0,5,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,53,0,9,246,0,0,0,30,0,0,35,0,0,0,30,0,9,0,0,0,0,0,0,1,0,0,59,0,0,0,0,51,120,0,0,0,0,115,1,0,0,0,0,0,0,0,0,0,15,0,0,1068,1,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,103,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,577,0,0,5,0,0,35,0,18,0,0,0,0,0
