cutoff,trial_number,base_dim,n_layers,latent_dim,activation,strategy,dropout_rate,epochs,learning_rate,loss,permanova,n_clusters,noise_ratio,beta_kl,weight_decay,grad_clip_norm,csm,kl_warmup_ratio,norm
0.07,1972,256,3,34,leaky_relu,constant,0.0,150,0.0006024464408174431,0.8537601232528687,0.04339196871960937,5,0.8691860465116279,0.03500102223308552,0.00010777371539661468,0.7838066662090921,leaf,0.781231773305661,batchnorm
0.07,1973,768,3,35,leaky_relu,constant,0.1,100,0.0005256862798555039,0.8150231838226318,0.010141735610334872,15,0.8352713178294574,0.05605584109161575,0.00011433326892667805,0.7049226215719014,leaf,0.7823577009681274,batchnorm
0.07,1974,768,3,31,leaky_relu,halve,0.1,80,0.0007232720022753624,0.6166723370552063,0.35091629531111596,3,0.4331395348837209,0.021901714084853714,0.00012113655172140656,1.3222336711124216,eom,0.7922403582215198,batchnorm
0.07,1978,768,3,28,leaky_relu,constant,0.1,150,0.0004243051290787447,0.769320547580719,0.2528997568016877,3,0.9253875968992248,0.1532272493192503,0.00012291935970421436,0.8252665804790238,leaf,0.7560124718505238,batchnorm
0.07,1983,256,3,26,leaky_relu,halve,0.1,80,0.00048502269710166046,0.8721972703933716,0.007861254329701242,5,0.811046511627907,0.02510346422949364,9.307277871812243e-05,0.7388510404033493,leaf,0.7980187295106416,batchnorm
0.07,1984,768,3,33,gelu,constant,0.1,150,0.00013547871391325826,0.9095062613487244,0.0215896568984008,17,0.7645348837209303,0.04052131821621649,0.0001660434896674099,0.8205396314326776,leaf,0.7891848075903957,batchnorm
0.07,1985,256,3,29,leaky_relu,double,0.1,150,7.422938821399754e-05,0.8429092168807983,0.023942015547657246,6,0.8062015503875969,0.01071679997999786,7.428602689634106e-05,0.8785351736911302,leaf,0.7753840965012252,batchnorm
0.07,1988,768,3,27,leaky_relu,halve,0.3,150,0.0005905327883730933,0.6578011512756348,0.20142366660393957,2,0.8313953488372093,0.0337265935404332,0.0001048329780347386,0.8463928989897013,leaf,0.7614918258109648,batchnorm
0.07,1992,768,3,33,leaky_relu,halve,0.1,150,0.00019728755776095514,0.7231009006500244,0.01121752674776226,6,0.7955426356589147,0.02367247159601443,1.9535219503683516e-06,0.7976121762090275,leaf,0.7704614199565593,batchnorm
0.1,1998,768,3,25,leaky_relu,double,0.1,150,0.0003453300600194768,0.8258596062660217,0.043254586703607094,6,0.8992248062015504,0.010314902392996626,7.983682680881775e-05,0.9912546805326632,leaf,0.7575181388185542,batchnorm
0.07,1999,768,3,32,leaky_relu,constant,0.1,100,0.0004920323368043118,0.9872583150863647,2.8128695363010314e-16,4,0.9186046511627907,0.034244502296818496,3.0757943465501452e-06,0.6740054356457892,leaf,0.7399284917511474,batchnorm
0.07,2000,768,3,35,leaky_relu,constant,0.2,150,0.0006853523943936135,0.6619851589202881,0.03204434615907259,10,0.7771317829457365,0.048450967948424704,5.4053713504919345e-05,0.9250898751293901,leaf,0.7895651603780989,batchnorm
0.05,2001,768,3,33,leaky_relu,halve,0.1,80,0.00040625309545998863,0.7033165097236633,0.031059302016293255,7,0.8507751937984496,0.07252608824369136,2.064879599941955e-06,1.277966009639939,leaf,0.7835843868909006,batchnorm
0.07,2003,768,3,31,gelu,double,0.5,150,0.0005743366019160668,0.8515483736991882,0.046755644710650995,7,0.8381782945736435,0.023285998663255376,5.038381674871919e-06,1.7996871888111419,leaf,0.7542773521815603,batchnorm
0.07,2005,256,3,36,leaky_relu,constant,0.1,150,0.0006094586962410189,0.8553639650344849,0.01892995485253343,5,0.937015503875969,0.037922280824205575,0.00010297015921171781,1.023867346488546,leaf,0.21595828770516304,batchnorm
0.07,2006,768,3,34,leaky_relu,halve,0.1,100,0.0005261678293822377,0.9110945463180542,0.027652070886234458,8,0.8633720930232558,0.06533612098479818,7.511581700083417e-05,0.8080190628087435,leaf,0.5151275406272137,batchnorm
0.01,2007,512,3,20,leaky_relu,constant,0.1,150,0.0006551013854098578,0.32861050963401794,0.032963881124459304,16,0.7587209302325582,0.025959201482984605,4.517696989691855e-06,1.3830957744959924,leaf,0.7988936919588516,batchnorm
0.07,2009,512,3,32,leaky_relu,constant,0.1,80,0.00048199577245635803,0.8854676485061646,0.1393681630635101,4,0.8662790697674418,0.05519337584845484,8.192126336929574e-06,0.9527918862073211,eom,0.530301228836417,batchnorm
0.07,2010,512,3,30,leaky_relu,constant,0.1,150,0.0007520370066396775,0.8262516856193542,1.8244316772516416e-16,5,0.9282945736434108,0.024818166892612778,1.0958467820592862e-06,0.8937861315092576,leaf,0.4844953868885977,batchnorm
0.03,2012,512,3,59,leaky_relu,double,0.1,150,0.0005667556099600012,0.4873312711715698,0.026027000539791952,9,0.8953488372093024,0.0764445078485331,1.658646269974908e-06,0.8274134298278664,leaf,0.7238691800914672,batchnorm
0.07,2013,512,3,28,leaky_relu,constant,0.1,100,0.0006840315218001605,0.7206687927246094,0.027545336646229435,7,0.8343023255813954,0.02318893974436046,2.3088485899722407e-06,0.7625709702756612,leaf,0.7787183742034132,batchnorm
0.005,2014,768,3,33,relu,constant,0.1,150,0.0006399938879933343,0.16115930676460266,0.11292315807859417,7,0.8585271317829457,0.010047859884079996,6.368344891550978e-05,1.5423162819383414,leaf,0.7994623363652424,batchnorm
0.07,2015,512,3,36,leaky_relu,halve,0.3,150,0.0004173490191515024,0.8125620484352112,0.010064509160701514,7,0.8895348837209303,0.0447706523898759,3.931420986988319e-06,0.8646993772344035,leaf,0.5100755376152433,batchnorm
0.07,2019,512,3,30,leaky_relu,constant,0.1,150,0.0006046988056131048,0.7490466237068176,0.015634813801514404,5,0.7994186046511628,0.023977484028515853,0.00020879696567716646,0.8869582661270311,leaf,0.7686752185733466,batchnorm
0.07,2022,512,3,33,leaky_relu,constant,0.1,150,0.0003197135766734444,0.7632575631141663,0.022379069079630554,30,0.7374031007751938,0.010439098507586656,2.928260350845048e-06,0.8146522503244042,leaf,0.5370163173651357,batchnorm
0.07,2024,768,3,27,leaky_relu,halve,0.1,150,0.0006394999321854163,0.6965216994285583,0.005790930298976863,14,0.8643410852713178,0.04770260174463657,4.646736114801961e-05,0.7504165338712604,leaf,0.3733530847279828,batchnorm
0.07,2025,512,2,31,gelu,constant,0.1,150,0.00017809027053209848,0.9287002682685852,0.05430246932213969,5,0.8575581395348837,0.03346979598728422,5.889996950137278e-05,0.9842443596338109,leaf,0.27530013706200984,batchnorm
0.1,2026,512,3,36,leaky_relu,double,0.2,80,0.00014341908803816965,1.05427885055542,0.013016157975103417,7,0.7916666666666666,0.010277818014650901,1.774161374210418e-06,1.0676780388711427,leaf,0.7425390569821518,batchnorm
0.07,2028,512,3,33,leaky_relu,constant,0.1,150,0.0005819786945316561,0.7284490466117859,0.18928747469862672,2,0.9069767441860465,0.08125857530577976,1.0162563455617156e-05,0.7943855619722139,eom,0.548427835774239,batchnorm
0.07,2029,256,3,35,leaky_relu,halve,0.5,150,0.000700632706599616,0.702816903591156,0.013483669742792553,6,0.7868217054263565,0.01000687429692101,4.0304463013879454e-05,0.9344091682429279,leaf,0.20031128687872524,batchnorm
0.07,2031,512,3,34,leaky_relu,double,0.1,150,0.0003867916484523317,0.7669188380241394,0.15036836811432283,4,0.9127906976744186,0.03356119017355241,6.46684095706096e-05,0.8935076864645253,leaf,0.7875485259292841,batchnorm
0.07,2032,512,3,30,leaky_relu,constant,0.0,150,8.450644803205835e-05,0.8476566076278687,0.03042212211601693,7,0.872093023255814,0.050116110124056236,4.466258491762755e-05,0.7805583479897995,leaf,0.7635028155525685,batchnorm
0.07,2034,512,3,62,leaky_relu,halve,0.1,150,0.0001234790117741911,0.7258061170578003,0.07235930928934849,3,0.8062015503875969,0.024905825755685937,7.262769297052911e-05,1.0304806443168035,leaf,0.24124101276994553,none
0.01,2035,512,3,36,leaky_relu,double,0.1,80,0.00048819210895716727,0.2746824324131012,0.12044637713611768,5,0.9089147286821705,0.06564175111626097,1.3094591148754199e-05,0.9668068769889835,leaf,0.5452252830465946,batchnorm
0.07,2036,512,3,31,leaky_relu,constant,0.1,150,0.0007694041586544875,0.859604001045227,-1.7334958937870348e-16,5,0.9341085271317829,0.04520464354342613,2.47664152902656e-06,0.8745315172405175,leaf,0.5262939616857805,batchnorm
0.07,2046,512,3,29,leaky_relu,constant,0.0,150,0.0007061976582758845,0.7100341320037842,0.2030837714563422,2,0.8895348837209303,0.06949731116556618,1.2859134602492697e-06,0.8708979208561997,leaf,0.5263940782775242,batchnorm
0.07,2048,512,3,32,gelu,constant,0.1,150,0.0007873517156564379,0.772322952747345,0.035949401433649185,6,0.9253875968992248,0.0882835323400567,1.6902591449673603e-06,0.9245601079841711,leaf,0.47646144376285415,batchnorm
0.07,2053,512,3,28,leaky_relu,constant,0.1,150,0.0008644250188520661,0.7423663139343262,0.004265408116987233,16,0.7781007751937985,0.0435599513683465,1.3973985687796539e-06,0.9390088994665734,leaf,0.5316617287584308,batchnorm
0.1,2054,512,3,32,leaky_relu,constant,0.1,150,0.0007432260228135429,0.9329505562782288,0.07477575879924886,6,0.8081395348837209,0.05968846952221195,2.2957229197105456e-06,0.8239626264132822,leaf,0.5076175844827014,batchnorm
0.07,2056,512,3,28,leaky_relu,constant,0.2,150,0.0009881938725350848,0.6341361999511719,0.22369083137780366,2,0.8905038759689923,0.043740730836734555,1.7160008211933737e-06,0.7954466856167433,leaf,0.5331649431037302,batchnorm
0.07,2058,512,3,9,relu,constant,0.5,150,0.0007150028683773418,0.79390549659729,0.05208469674612339,16,0.7848837209302325,0.034805907525710014,3.2436123554149053e-06,0.8095195872013355,leaf,0.4410958063634582,batchnorm
0.07,2064,512,3,33,leaky_relu,constant,0.0,150,0.0007126181568095643,0.5162258744239807,0.048346183322650026,12,0.8517441860465116,0.053751973181417646,1.0039610977686278e-06,0.7715249728443057,leaf,0.6560941224937289,layernorm
0.07,2065,512,3,30,leaky_relu,constant,0.1,150,0.0006866711111954233,0.6722412109375,0.05769281193847576,6,0.877906976744186,0.033600621539681796,2.342091366021977e-06,0.911410927666256,leaf,0.7750659565901369,batchnorm
0.03,2066,512,3,31,leaky_relu,constant,0.1,150,0.00024655708436553924,0.6127020716667175,0.31704094515830655,2,0.6114341085271318,0.046568581571066144,5.9908915839505295e-06,0.8598281855946756,eom,0.53687984143615,batchnorm
0.07,2067,512,3,33,leaky_relu,constant,0.1,150,0.00010298662256955324,0.7587347030639648,0.11341940084676544,3,0.8934108527131783,0.08690036508181236,3.1904702369701625e-06,0.9369294012096953,leaf,0.2998403979641816,batchnorm
0.07,2068,256,3,32,leaky_relu,constant,0.1,150,0.0009920846619645598,0.7274504899978638,0.027146041697007805,8,0.9079457364341085,0.027926688953273486,1.7356572672593895e-06,0.8408583578429867,leaf,0.7157645613729007,batchnorm
0.07,2071,512,3,43,leaky_relu,constant,0.3,150,0.0006606952290859987,0.7807497382164001,0.014317653617675528,15,0.6627906976744186,0.02486731758989227,2.076530989357964e-06,0.8907033562029145,leaf,0.4970816769397864,batchnorm
0.07,2072,512,3,27,leaky_relu,constant,0.1,150,0.0007869110267183071,0.8278560638427734,0.069127452741888,7,0.8430232558139535,0.04531246046783087,4.013231668817002e-06,0.9591906109676899,leaf,0.5386190184771346,batchnorm
0.005,2073,512,3,33,leaky_relu,constant,0.1,150,0.0006872920059632169,0.19548822939395905,0.016325666948586982,4,0.938953488372093,0.02398753587735139,3.4573218781927494e-06,0.830778802913987,leaf,0.544104418648481,batchnorm
0.07,2076,768,3,32,leaky_relu,constant,0.1,150,0.00016140179998491198,0.91978919506073,0.047321407496266586,10,0.7199612403100775,0.05681720845207306,7.443169811409856e-07,0.93079932630194,leaf,0.767106218950519,batchnorm
0.07,2078,512,3,33,leaky_relu,double,0.4,150,0.00037535416237002026,0.947862446308136,0.029871334208424916,6,0.8391472868217055,0.022066440809645094,9.593721863659682e-05,0.9114049891016041,leaf,0.5254856426379059,batchnorm
0.07,2079,512,3,31,leaky_relu,constant,0.1,80,0.0006753841433830798,0.6579945683479309,0.022222609666638946,5,0.9263565891472868,0.056096406643821886,1.653405467924349e-06,0.8066672647714623,leaf,0.5127180289869366,batchnorm
0.07,2080,256,3,30,leaky_relu,constant,0.1,150,0.000331512283202084,0.748375415802002,0.01838359171400909,5,0.873062015503876,0.03430558619074199,2.5287778227152343e-06,0.767366266967312,leaf,0.7913062399934678,batchnorm
0.1,2081,512,3,47,relu,constant,0.2,150,9.470524734729829e-05,1.1395208835601807,0.07781156164084856,8,0.9273255813953488,0.08318516502023234,2.0127237608637983e-06,0.9710635582083953,leaf,0.48828598016354596,batchnorm
0.07,2082,512,3,29,leaky_relu,double,0.1,150,4.576038909925746e-05,1.0458933115005493,0.04045558991479302,9,0.7751937984496124,0.04713943749915378,6.079818611618626e-05,0.8732342662988943,leaf,0.22201758286018303,batchnorm
0.07,2083,512,3,33,leaky_relu,constant,0.1,150,0.0006318991802005557,0.8696800470352173,0.010957546219935504,5,0.8158914728682171,0.025644966067870804,0.0001374391564872509,0.9093315548866326,leaf,0.28728789949427064,batchnorm
0.07,2084,512,3,33,leaky_relu,constant,0.1,150,0.00013399236026097742,0.8623055815696716,0.12253779413695437,3,0.9253875968992248,0.11137340978855334,8.014925870796531e-05,0.7072190781890073,eom,0.7292395916627014,batchnorm
0.07,2087,512,3,34,leaky_relu,constant,0.1,150,0.00019214420969129026,0.6582081317901611,0.0108664506113099,18,0.7054263565891473,0.03974224223180127,3.952665523594373e-06,0.8714979872665777,leaf,0.521675959536356,layernorm
0.07,2088,512,2,31,leaky_relu,constant,0.1,150,6.07347596903006e-05,0.9052554368972778,0.04402036628207958,6,0.9001937984496124,0.05918765022181684,2.8002598099357617e-06,0.8500590930259605,leaf,0.5400084421209804,batchnorm
0.07,2090,512,3,25,leaky_relu,constant,0.1,150,0.0006128114284314093,0.6635029911994934,0.0,9,0.8594961240310077,0.04361984440144523,1.5351645273251583e-06,0.7973498131711981,leaf,0.5499334966261372,batchnorm
0.07,2092,256,3,30,leaky_relu,constant,0.1,150,0.0006575010781842676,0.7685715556144714,0.013638337731450222,7,0.7441860465116279,0.010222878683056883,0.0001069444562265373,0.9187861567974792,leaf,0.7645253734895324,batchnorm
0.03,2094,768,3,34,leaky_relu,constant,0.1,80,0.00040837979288738666,0.5448305606842041,0.16299495532712668,2,0.8837209302325582,0.05549221554373472,1.1959799294636848e-07,1.9235762128247607,leaf,0.7896058768576656,batchnorm
0.07,2097,512,3,55,leaky_relu,double,0.1,150,0.00028769018665978475,0.8522774577140808,0.0,4,0.9467054263565892,0.026902338405063418,3.0289968086766933e-06,0.8600704234839931,leaf,0.5230735688242346,batchnorm
0.07,2098,512,3,31,leaky_relu,constant,0.3,150,0.000692276316879553,0.7510797381401062,0.010998031115098937,8,0.9282945736434108,0.06753641601722074,1.9016939658052854e-06,0.9479553170709201,leaf,0.7787396964444254,batchnorm
0.005,2100,512,3,45,leaky_relu,double,0.1,150,0.00042674182686099885,0.17500025033950806,0.017990250873423288,7,0.9263565891472868,0.02399616176126413,6.5042707242913e-05,0.811762558516429,leaf,0.6386327645765905,batchnorm
0.07,2101,512,3,28,leaky_relu,constant,0.1,150,0.00017324289307273585,0.6699540615081787,0.008446911585617441,7,0.8788759689922481,0.03931087607080052,5.250928222355995e-06,0.8984270303476445,leaf,0.4719103175459726,batchnorm
0.07,2103,512,3,34,leaky_relu,constant,0.1,150,0.0007563803860626551,0.6738809943199158,0.30041423079169066,2,0.5348837209302325,0.022118002474450837,3.994702725504297e-06,0.8776232272317313,eom,0.5561574336836733,batchnorm
0.07,2104,512,4,29,leaky_relu,double,0.4,150,0.0006321587402155351,0.8991284966468811,0.09042152895624697,10,0.9166666666666666,0.056728550989459815,6.406930446990448e-06,0.9250075977119119,leaf,0.366994309710883,batchnorm
0.07,2105,256,3,33,leaky_relu,constant,0.0,150,0.0008429532915816589,1.1065424680709839,0.06687170910569691,6,0.9321705426356589,0.03723746591221863,2.817490269285231e-06,0.6859934184009309,leaf,0.7987279103934517,batchnorm
0.07,2107,512,3,34,leaky_relu,constant,0.1,150,0.0007072367043590411,0.5167449712753296,0.037021986169782584,11,0.7713178294573644,0.010466016029316728,8.031245260186706e-05,0.802954217836684,leaf,0.5469612009112542,layernorm
0.1,2109,512,3,31,leaky_relu,constant,0.2,80,0.00045574144370972387,0.858887791633606,0.026370144189300917,7,0.7810077519379846,0.023987990400561304,1.1917389148871657e-06,0.8338540048075486,leaf,0.7884901956274037,batchnorm
0.07,2110,512,3,30,leaky_relu,constant,0.1,150,0.0006726036132420351,0.7115243077278137,0.08352242426188093,9,0.7848837209302325,0.041522121193189605,0.0001247344422201065,0.8900882522299735,leaf,0.5594025333449051,batchnorm
0.07,2111,768,3,33,leaky_relu,constant,0.1,150,0.0001064297948166142,0.7666302919387817,0.10015733499554277,3,0.8895348837209303,0.0782141751608737,5.013046688175504e-05,0.7799814851891862,leaf,0.5304547022072709,batchnorm
0.07,2112,512,3,49,leaky_relu,double,0.1,150,0.00015442809688797428,0.8446542620658875,0.01808045883356441,5,0.9186046511627907,0.05629016090490375,3.4154813867334304e-06,0.9568546307543223,leaf,0.30356793622692146,batchnorm
0.07,2114,512,3,34,leaky_relu,constant,0.1,150,0.0008027024993039794,0.6237459182739258,0.08485450022962812,6,0.8846899224806202,0.023435916204868304,3.7310096960743024e-05,0.9215547455974116,leaf,0.7998621311698894,batchnorm
0.07,2116,512,3,31,leaky_relu,constant,0.1,150,0.000632085607762919,0.7225302457809448,0.003957692738394811,8,0.8410852713178295,0.010077751916871706,2.4768288247902696e-06,0.9744604858494208,leaf,0.54815979040838,batchnorm
0.07,2117,512,3,57,leaky_relu,constant,0.1,80,0.00022917152637767622,0.8755112290382385,0.024840954006853187,9,0.8536821705426356,0.04734510046032102,1.4202692293008691e-06,0.8798585634140695,leaf,0.5364034582131287,batchnorm
0.07,2118,256,3,32,leaky_relu,constant,0.1,150,0.000703820885034296,0.652582585811615,-1.3346214493001284e-16,8,0.8982558139534884,0.031892460294921654,7.087951183473719e-05,0.8376237621439095,leaf,0.7607474656100057,batchnorm
0.07,2122,512,3,34,leaky_relu,constant,0.1,150,0.0007942481450856873,0.7534635066986084,0.28563462389223454,2,0.5348837209302325,0.054465718065479105,6.644513984116906e-05,0.8154478509085544,eom,0.7402452738259476,batchnorm
0.07,2123,512,3,32,leaky_relu,constant,0.1,150,0.0007324925433398593,0.7573307156562805,0.025437596442261453,5,0.8856589147286822,0.03695863052952399,0.00010653048936950008,0.8438902044945412,leaf,0.7457557014619481,batchnorm
0.07,2127,512,3,33,leaky_relu,constant,0.1,150,0.0008502807822314903,0.6245275139808655,0.030043746019816582,9,0.8343023255813954,0.03661946799013751,8.089752594362918e-05,0.7646052356822453,leaf,0.7459249606612567,batchnorm
0.07,2128,512,3,35,leaky_relu,constant,0.1,150,5.270123654936736e-05,0.8681438565254211,0.04921209201664303,9,0.8662790697674418,0.05889195856469385,0.0001130057102737998,0.8224878544985934,leaf,0.7682738635333418,batchnorm
0.07,2131,512,3,34,leaky_relu,constant,0.1,150,0.0003443005353407083,0.7095840573310852,0.041924730430127455,6,0.874031007751938,0.0334453073870257,6.213601241987484e-05,0.8451981707738008,leaf,0.7507759546068484,batchnorm
0.07,2132,512,3,32,leaky_relu,constant,0.4,150,0.0004068715686392743,0.7412111163139343,0.06034864841543577,6,0.9147286821705426,0.051219882747037995,5.823095118822814e-05,0.8053903443817614,leaf,0.7707963592006352,batchnorm
0.07,2133,512,3,33,leaky_relu,constant,0.1,150,8.188087135077395e-05,0.8074395060539246,0.023458450193883474,17,0.7645348837209303,0.024829454282635447,0.00013262414583541156,0.8286340198110498,leaf,0.7516069427365034,batchnorm
0.07,2134,512,3,34,leaky_relu,constant,0.1,150,0.0001199719161563807,0.8086289167404175,0.04744269909427124,4,0.9263565891472868,0.08005828185899809,7.003608644869445e-05,0.7803026062120129,leaf,0.7677396303357407,batchnorm
0.07,2135,512,3,35,leaky_relu,constant,0.0,150,0.0007128601673606151,0.6961649060249329,0.08940579292970836,4,0.9244186046511628,0.04745703924452444,6.401869330610015e-05,0.8593884549728421,leaf,0.7753658816495493,batchnorm
0.07,2137,512,3,33,leaky_relu,constant,0.2,150,0.00037350825852409746,0.7082297801971436,0.004993353726306766,8,0.7742248062015504,0.010105032718276244,8.309292899298009e-05,0.8563022187716911,leaf,0.7590025050909283,batchnorm
0.05,2139,512,3,35,leaky_relu,constant,0.1,150,0.00043404596262957705,0.5999466180801392,0.01809712103401839,11,0.8817829457364341,0.0563003552153834,5.607253426966028e-05,0.7666679243117144,leaf,0.7479063053616813,batchnorm
0.07,2140,512,3,34,leaky_relu,constant,0.1,150,0.0008916734513462255,0.681885302066803,0.04022680656927516,8,0.7558139534883721,0.023515478163317664,0.00014270575979367627,0.8296238302829203,leaf,0.7870213769749724,batchnorm
0.07,2141,512,3,32,leaky_relu,constant,0.5,150,0.00031176572512588434,0.7912725806236267,0.27663586608414903,2,0.6472868217054264,0.06877310200092211,7.545374593370946e-05,0.8654931349497027,eom,0.7374498264218332,batchnorm
0.07,2144,512,3,33,leaky_relu,constant,0.1,150,0.0007568819095287306,0.581251323223114,0.014047066056450546,15,0.7335271317829457,0.05497053312472629,4.720248695227424e-05,0.8773671893228271,leaf,0.7687341582579339,batchnorm
0.01,2145,512,3,31,leaky_relu,constant,0.1,150,0.00020653472546712553,0.27042272686958313,0.016811562319728215,13,0.7674418604651163,0.0247272708746819,5.79603806337953e-05,0.8313245768659027,leaf,0.7820040054463642,batchnorm
0.07,2147,512,3,50,leaky_relu,constant,0.1,150,0.00045796185249838834,0.7328656911849976,1.8416298698801596e-16,8,0.8381782945736435,0.010023152438672824,6.957620755466486e-05,0.8671801288396124,leaf,0.7186669114931665,batchnorm
0.03,2148,512,2,32,leaky_relu,constant,0.1,150,4.107823967905854e-05,0.5973471403121948,0.02528756425803972,9,0.9224806201550387,0.03887794378586947,4.298531791575781e-05,1.862607572926446,leaf,0.7324490722977318,batchnorm
0.07,2151,512,3,33,leaky_relu,constant,0.0,150,0.000601467013145872,0.8224491477012634,0.016046970733799164,18,0.6967054263565892,0.03505384390974016,8.212853598393224e-05,0.5970628132169957,leaf,0.7860342268882949,batchnorm
0.07,2152,512,3,35,leaky_relu,constant,0.1,150,0.00040243197260192654,0.7257883548736572,0.0,7,0.8934108527131783,0.022379059558986114,6.122600429644864e-05,0.8904437425625755,leaf,0.7900303129513843,batchnorm
0.07,2153,512,3,25,leaky_relu,constant,0.1,150,0.0004979498402500202,0.9267295598983765,0.03807209418816185,5,0.8866279069767442,0.04812028483168312,0.00010816388920591349,0.6995831672141903,leaf,0.7770103667717793,batchnorm
0.07,2155,768,4,31,leaky_relu,double,0.3,150,0.00026313629407279153,0.8707085251808167,0.013195009646991041,19,0.7412790697674418,0.024725381734483756,3.4979708546873184e-05,0.8554836814926274,leaf,0.7388984706237811,batchnorm
0.07,2156,512,3,35,leaky_relu,constant,0.1,150,0.0001585604772814022,0.6867784857749939,0.005389746594013258,8,0.814922480620155,0.04667026966944243,4.7856426908289736e-05,0.6488560516945417,leaf,0.5581193953894276,batchnorm
0.07,2158,512,3,39,leaky_relu,constant,0.1,150,0.00013248849072908958,0.8020026683807373,0.04339138555357141,5,0.8972868217054264,0.03718881528367299,4.235563675671068e-05,0.8860316926549864,leaf,0.7911779503894077,batchnorm
0.07,2160,512,3,36,leaky_relu,constant,0.1,150,0.0005519669325477336,0.7567213773727417,0.29307536888670016,5,0.438953488372093,0.02361850526959977,0.00012333033196114412,0.7300898669454998,eom,0.7996717193583757,batchnorm
0.07,2161,512,3,15,leaky_relu,constant,0.1,80,0.0008050674504780273,0.7131936550140381,0.02465285573638105,22,0.6821705426356589,0.010252480173037419,0.00019746836587233396,0.840540798730964,leaf,0.5668919807620167,batchnorm
0.07,2162,256,3,34,leaky_relu,constant,0.1,150,0.00036650075138757105,0.8337271213531494,0.04590169208543717,4,0.8788759689922481,0.04566182294352379,5.076304337258674e-05,0.87702502759142,leaf,0.5214263931274713,batchnorm
0.07,2166,512,3,33,leaky_relu,constant,0.0,150,0.0006439800649474347,0.7129098176956177,0.12319993353436977,5,0.9467054263565892,0.03269356728080519,3.704818717386002e-05,0.751034305422006,leaf,0.5687960015372353,batchnorm
0.05,2167,512,3,13,leaky_relu,double,0.1,150,1.4504838294523647e-05,0.8213176727294922,0.031629147129568325,13,0.7877906976744186,0.023728093835929085,5.074026177137683e-05,0.8929546960799046,leaf,0.5366580778923304,batchnorm
0.07,2170,512,3,31,leaky_relu,constant,0.1,150,0.0007189421795833482,0.8538681864738464,0.06923884886250056,5,0.9001937984496124,0.049395282012443004,6.874806342271216e-05,0.9034470525052137,leaf,0.7450928717757971,batchnorm
0.07,2172,512,3,36,leaky_relu,constant,0.1,150,0.00032768817979727404,0.5901423096656799,0.009189389066161272,7,0.8585271317829457,0.03723663292508843,8.609146532751926e-06,0.7853991490530766,leaf,0.786727287694169,batchnorm
0.01,2173,768,3,32,leaky_relu,constant,0.1,150,0.0006165412991976985,0.21257206797599792,0.21164825359416403,9,0.9321705426356589,0.023713887415149473,9.382241350697074e-05,0.8722077884921023,leaf,0.5599514912409138,layernorm
0.07,2174,256,3,34,leaky_relu,constant,0.1,150,0.0005644369901505275,0.7001197934150696,0.005145202317220657,14,0.6947674418604651,0.010199038126029566,3.054109792711652e-05,0.7597975780489732,leaf,0.5682048346055267,batchnorm
0.07,2177,512,3,37,leaky_relu,constant,0.1,80,0.0006659679607782111,0.8223878741264343,0.07084086707057421,7,0.9282945736434108,0.035674266124655005,0.0001520247234998822,1.7342968323768524,leaf,0.5454866015297299,batchnorm
0.07,2178,512,3,31,leaky_relu,constant,0.1,150,0.0001471937868829504,0.7926121354103088,0.0391226412140625,4,0.9447674418604651,0.08134233866792603,4.086655987086001e-05,0.8857366735349789,leaf,0.7310250060241743,batchnorm
0.005,2180,512,3,34,gelu,constant,0.1,150,0.0008183183226061314,0.16569402813911438,0.21064362027593064,2,0.5300387596899225,0.023712205958855342,7.755275087455834e-05,0.9078160426699499,eom,0.7591419759844094,batchnorm
0.07,2181,768,3,54,leaky_relu,constant,0.1,150,3.333791110083287e-05,0.828533947467804,0.022962805835001727,6,0.8536821705426356,0.04576017785578378,5.45151488444039e-05,0.7968048597725348,leaf,0.5110256985031281,batchnorm
0.07,2184,512,3,26,leaky_relu,constant,0.1,150,0.0005982345563470556,0.6688424944877625,0.032083432260907395,9,0.7829457364341085,0.02259404477590382,4.518298537997392e-05,0.8832276761508738,leaf,0.5253049135950926,batchnorm
0.07,2185,512,3,32,leaky_relu,constant,0.1,80,0.0006909579474354735,0.8721769452095032,0.007041840962946116,19,0.6540697674418605,0.01031543289064215,6.113966050996958e-05,0.7781509989907766,leaf,0.5702224903963323,batchnorm
0.07,2187,512,3,34,leaky_relu,constant,0.1,150,0.0006266572673856412,0.7879420518875122,0.02747259812873264,6,0.8963178294573644,0.038601177465044476,8.870048301707707e-05,0.8603647925270208,leaf,0.5549925618182568,batchnorm
0.07,2190,512,3,33,relu,double,0.4,150,0.0001949737382435547,0.7750571966171265,0.01991457777546131,9,0.8614341085271318,0.07821464962208749,4.8939824618099634e-05,0.9100488435215969,leaf,0.5475226273108679,batchnorm
0.07,2191,768,3,30,leaky_relu,constant,0.1,150,0.0005709583561210145,0.6881504058837891,0.03357488790617646,30,0.7955426356589147,0.024385019329497885,3.556244239247894e-05,0.8751242267970778,leaf,0.5027570891208845,batchnorm
0.1,2192,512,3,35,leaky_relu,constant,0.1,150,6.525610499533121e-05,1.1675540208816528,0.022680903735120543,6,0.937015503875969,0.05808003915248007,8.408410411102916e-07,0.8352730960330059,leaf,0.5759246303242247,batchnorm
