cutoff,trial_number,base_dim,n_layers,latent_dim,activation,strategy,dropout_rate,epochs,learning_rate,loss,permanova,n_clusters,noise_ratio,min_cluster_size,min_samples_token,batch_size,init,beta_kl,weight_decay,grad_clip_norm,csm,kl_warmup_ratio,norm,scheduler
0.01,7,256,4,28,leaky_relu,constant,0.5,80,0.0008466173520051246,1.54989755153656,0.19280874301098266,2,0.9091880341880342,13,5,128,kaiming_uniform,0.24611269830650995,2.061975801947757e-08,1.6972183695608527,leaf,0.46132436395777887,batchnorm,cosine
0.005,55,256,3,37,gelu,double,0.2,100,1.6722040358556032e-05,1.824610948562622,0.1292204548855004,2,0.7585470085470085,3,20,32,kaiming_uniform,0.6137716918180369,2.7163942292545483e-06,0.8824893411326005,eom,0.5362312554625143,batchnorm,cosine
0.1,76,256,3,24,leaky_relu,double,0.5,100,1.318573862632163e-05,20.34331512451172,0.11297538117296474,2,0.844017094017094,4,5,128,kaiming_uniform,0.08609519771857044,1.434257348081299e-06,1.6372610372075407,eom,0.43618942739239286,layernorm,none
0.1,77,256,3,19,leaky_relu,double,0.5,150,2.3904458545447527e-05,2.766690254211426,0.10381557534566495,2,0.6997863247863247,5,5,128,kaiming_uniform,0.08027307184740393,6.13575930539001e-07,1.6265423702810538,eom,0.4278663491889008,layernorm,none
0.1,79,256,3,19,leaky_relu,double,0.5,100,1.3914529687408905e-05,64.05168151855469,0.1482376614118673,2,0.8685897435897436,4,5,128,kaiming_uniform,0.6001841069823586,1.472893524098825e-06,1.080021117276876,eom,0.3649990021293561,layernorm,none
0.01,80,256,3,18,leaky_relu,double,0.5,100,1.3620482445061863e-05,22.810415267944336,0.08826289255494588,2,0.8269230769230769,4,5,128,kaiming_uniform,0.07505047394935216,4.082155039517619e-06,1.7761230695618286,eom,0.3759818455843492,layernorm,none
0.01,81,256,3,19,leaky_relu,double,0.5,150,1.3244276856930707e-05,4.061542510986328,0.06665972448636466,2,0.6527777777777778,4,5,128,kaiming_uniform,0.08577527838554143,3.8312768865854745e-06,1.7437254089265994,eom,0.37020417406917666,layernorm,none
0.1,74,256,3,24,leaky_relu,double,0.5,100,1.4041299512105836e-05,7.038137912750244,0.4108673614476563,3,0.9423076923076923,5,5,32,kaiming_uniform,0.5748327488970015,1.049589698665434e-05,1.6455070143773685,leaf,0.4254343726896594,batchnorm,none
0.1,83,256,3,14,leaky_relu,double,0.1,150,1.2139578214513382e-05,1.5820037126541138,0.1107980802751633,2,0.7371794871794872,11,5,128,kaiming_uniform,0.08468864048839324,9.778236688875506e-07,1.7910554428876013,eom,0.3759551284712573,layernorm,none
0.1,84,256,3,18,leaky_relu,double,0.5,150,1.2192708582045808e-05,3.259680986404419,0.07463244666617375,2,0.10256410256410256,4,5,128,kaiming_uniform,0.07690470241421338,8.196748152844235e-07,1.7208174151733748,eom,0.370916226642575,layernorm,none
0.1,85,256,3,15,leaky_relu,double,0.5,150,1.2335777391252896e-05,3.397219181060791,0.12075748463905267,2,0.6410256410256411,4,5,128,kaiming_uniform,0.07886860058371453,7.029046276982177e-07,1.743647945866967,eom,0.3666963774802176,layernorm,none
0.1,90,256,3,14,leaky_relu,double,0.5,100,2.8896649516446875e-05,2.795457601547241,0.0916132247793007,2,0.7072649572649573,5,5,128,kaiming_uniform,0.0400737670610782,1.6254700898270135e-06,1.9105499534032284,eom,0.37319804586745964,layernorm,none
0.1,86,256,3,16,leaky_relu,double,0.5,150,2.965242837426767e-05,2.6452884674072266,0.1058359969430444,2,0.7585470085470085,5,5,128,kaiming_uniform,0.07948345141750708,9.263534711585635e-07,1.9041079225247401,eom,0.3726999480203652,layernorm,none
0.1,87,256,3,15,leaky_relu,double,0.5,150,1.278001821191342e-05,4.035913467407227,0.09315884452601646,2,0.12286324786324786,5,5,128,kaiming_uniform,0.08215865894515545,5.836178374214566e-07,1.6862949413042154,eom,0.36883013790156094,layernorm,none
0.1,88,256,3,16,leaky_relu,double,0.5,150,2.2480920340245944e-05,2.6495025157928467,0.10090206118980745,2,0.7788461538461539,5,5,128,kaiming_uniform,0.04568528028215824,1.6641677328068668e-06,1.8783452138123806,eom,0.4334594803421767,layernorm,none
0.01,89,256,3,19,leaky_relu,double,0.5,150,2.2785095969134498e-05,1.734330177307129,0.1146579372480223,2,0.6794871794871795,5,5,128,kaiming_uniform,0.06555877217241682,1.621473347131945e-06,1.9205396373207482,eom,0.37585160013356367,layernorm,none
0.1,91,256,3,14,leaky_relu,double,0.1,150,2.304428960382181e-05,1.3762903213500977,0.1841582805125137,2,0.1388888888888889,5,5,128,kaiming_uniform,0.03688767805339657,1.67736320618892e-06,1.9025720272537383,eom,0.3565320991796876,layernorm,none
0.1,93,256,3,14,leaky_relu,double,0.5,150,1.1800816470905552e-05,3.389751434326172,0.0950892466726893,2,0.7959401709401709,5,5,128,kaiming_uniform,0.04739997358913401,1.269675786883058e-06,1.8991425595466023,eom,0.3694715940745886,layernorm,none
0.1,94,256,3,14,leaky_relu,double,0.1,150,2.7666041563623822e-05,1.2924649715423584,0.1908719158782055,2,0.13782051282051283,5,5,128,kaiming_uniform,0.04774081354605207,7.211119718032788e-07,1.9354725003158721,eom,0.37912870464892867,layernorm,none
0.1,95,256,3,15,leaky_relu,double,0.1,150,3.2294580576802636e-05,1.4152684211730957,0.17719193058137206,2,0.11004273504273504,5,5,128,kaiming_uniform,0.05256432208860211,6.113216711254855e-07,1.8816338471418015,eom,0.37806641378318867,layernorm,none
0.1,96,256,3,8,leaky_relu,double,0.1,150,3.1810266534978904e-05,1.3556525707244873,0.2002024025251541,2,0.18376068376068377,5,5,128,kaiming_uniform,0.048461011857350654,8.642986369913955e-07,1.9123920951203297,eom,0.352603483271071,layernorm,none
0.1,97,256,3,8,leaky_relu,double,0.1,150,2.7217942934875255e-05,1.42747962474823,0.21518040697114868,3,0.41025641025641024,5,5,128,kaiming_uniform,0.03674121572453334,8.489500000571716e-07,1.9010361165529726,eom,0.37968029383677104,layernorm,none
0.1,98,256,3,8,leaky_relu,double,0.5,150,1.1095068460307427e-05,3.841322898864746,0.09780779070924689,4,0.6965811965811965,5,5,128,kaiming_uniform,0.03480442887211347,8.831387725220493e-07,1.8649524022726593,eom,0.34619477161141216,layernorm,none
0.1,99,256,3,8,leaky_relu,double,0.5,150,2.809196389696651e-05,2.930460214614868,0.1368459578013732,2,0.9188034188034188,5,5,128,kaiming_uniform,0.16004259937638157,8.294169050232149e-07,1.8539132938613072,eom,0.4122632979566656,layernorm,none
