"","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Acetobacter","Acidaminococcus","Acinetobacter","Actinomyces","Adlercreutzia","Aeromonas","Akkermansia","Alcaligenes","Alistipes","Alkalibaculum","Alkaliphilus","Allisonella","Allobaculum","Anaerococcus","Anaerofilum","Anaeroplasma","Anaerorhabdus","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovorax","Arcanobacterium","Arthrobacter","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Brevundimonas","Bulleidia","Burkholderia","Butyricicoccus","Butyricimonas","Caldimonas","Caloramator","Campylobacter","Catenibacterium","Chryseobacterium","Citrobacter","Clostridium_III","Clostridium_IV","Clostridium_XI","Clostridium_XVIII","Clostridium_XlVa","Clostridium_XlVb","Clostridium_sensu_stricto","Collinsella","Comamonas","Coprobacillus","Coprococcus","Corynebacterium","Cronobacter","Dehalobacter","Denitrobacterium","Dermabacter","Desulfosporosinus","Desulfotomaculum","Desulfovibrio","Dialister","Dietzia","Dorea","Eggerthella","Elusimicrobium","Enterobacter","Enterococcus","Enterorhabdus","Eremococcus","Erwinia","Erysipelothrix","EscherichiaShigella","Ethanoligenens","Eubacterium","Facklamia","Faecalibacterium","Filifactor","Finegoldia","Flavobacterium","Flavonifractor","Fusobacterium","Gallicola","Gardnerella","Gemella","Gemmiger","Geosporobacter","Gordonibacter","Gracilibacter","Granulicatella","Haemophilus","Hafnia","Halomonas","Hespellia","Holdemania","Howardella","Hydrogenoanaerobacterium","Janthinobacterium","Klebsiella","Kluyvera","Lachnobacterium","Lactobacillus","Lactococcus","Lactonifactor","Leuconostoc","Lutispora","Marvinbryantia","Megamonas","Megasphaera","Methanobrevibacter","Methylobacterium","Micrococcus","Mitsuokella","Mobiluncus","Mogibacterium","Morganella","Moryella","Murdochiella","Mycoplasma","Natronincola","Negativicoccus","Neisseria","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalobacter","Paenibacillus","Pantoea","Papillibacter","Parabacteroides","Paracoccus","Paraeggerthella","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phyllobacterium","Porphyromonas","Prevotella","Propionibacterium","Proteus","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pyramidobacter","Rhodococcus","Robinsoniella","Roseburia","Rothia","Ruminococcus","Saccharofermentans","Salmonella","Sarcina","Selenomonas","Serratia","Shewanella","Shimwellia","Slackia","Sneathia","Solibacillus","Solobacterium","Sphingomonas","Spiroplasma","Sporanaerobacter","Sporobacter","Staphylococcus","Stenotrophomonas","Streptobacillus","Streptococcus","Subdoligranulum","Succinivibrio","Sutterella","TM7_genera_incertae_sedis","Tepidimicrobium","Tessaracoccus","Thiomonas","Tindallia","Tissierella","Treponema","Turicibacter","Unassigned","Vampirovibrio","Varibaculum","Variovorax","Veillonella","Victivallis","Weissella","Zimmermannella"
"SRR1159399",0,0.00119103231926807,0,0,0,7.25510349204558e-05,2.85356471160504e-05,0,0,0,0.00145627940204348,0,0.0128024112531526,0,0,0,0,0.0188049055129923,0,0,0,0.000762806960644673,0.00236679433716216,0,0.00248484375009409,0,0,0,0.000951814611307162,0.0737332371318505,0.000487187558175122,0.00876638685081505,0.00119571399893317,0.0307507845931528,0,0,0,0,0,0.00224242704273847,0,0,0.138412029098745,0,0,0,0.0102307828295516,0.000767672090577328,0.00422924637312489,0.00236557661996464,0.0195331661321474,0.00146818479070363,0.00873941267871202,0.00109470804379602,0,0,0.00113997563877964,0.00427502215937481,0.000749409049503541,0,0,0,0,0,0,0.0267704376397266,0,0.00484117509617936,0,0,0.000575886150369895,0,0,0,0.000237128790640489,0,0.171358902842056,0,0.0186787171970336,0,0.0319087716658256,0,0.018088813777717,0,0,0,0,0,0,0.00706957309449761,0,0,0,0,0,0,0,0,9.71775840892609e-05,0,0,0,0,0,0,0,0,0,0,8.67222561444829e-05,0,0,0,0,0,0,0,0.018810894767502,0.00259697797003715,0,0,0.0284509585507093,0,0,0,0,0.00188048075338884,0,0,0.0302996916193815,0,0,0.000318069434598085,0.00115292269738047,0.00721334962761237,0,0,0,0.00033009317670633,0.00229600827025369,0,0,0.0116339181434009,0.000392562741382243,0,0,0.0532910409379058,0.0207565658095173,0,0,0,0,0,0,8.15769691402283e-05,0,0.0221200817709739,0,0.038219737220806,0,0,0,0,0.000148771886079809,0,0,0,0,0,0,0,0,0,0.00793408687259108,0.00122424462277636,0,0,0,0,0,0,0,0.0303392182432062,0,0,0,0,0,0.00170347807883025,0.0867655098741622,0,0.000747571573988314,0,0.000325984784043079,0,0,0
"SRR1159402",0,0,0,0,0,0,0.0032110979904015,0,0,0,0,0.012432282943215,0.0202873419411754,0,0,0,0.00376419602152847,0.00326227194236741,0,0,0,0,0,0,0,0,0,0,0,0.0419319133245204,0.0171808026476468,0,0,0.0234520241977318,0,0,0,0,0,0.00216026766996134,0,0,0.0189439966358503,0.0281603949317038,0,0,0,0,0,0,0.0316118873258594,0.0113046761971409,0,0.0159926123722447,0,0,0,0,0,0,0,0,0,0,0.00329927334682536,0.0238968834330625,0.000155326463937808,0.0160758634884963,0,0,0,0.00271297785667722,0.0013245083252387,0,0,0,0,0,0.00418657880943105,0,0.0928758389541297,0,0,0,0.00156933500377575,0.0714943487097137,0,0,0,0.0079720604316407,0,0,0,0,0.000548145059821002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461008375641694,0,0,0,0.00784902872659068,0,0.0011910955686037,0,0,0,0,0,0,0,0.000324032680061685,0,0,0.0308660791981721,0,0,0,0,0.000559772738263599,0,0,0.00436800079005293,0,0,0,0,0.0170079832375203,0,0,0,0.028487583550784,0.195137146220992,0,0,0,0,0,0,0.00332070630782904,0,0.0536400927154604,0,0.0497312890747672,0,0,0,0,0,0,0,0,0,0,0,0.000101346225163157,0,0,0.000740623145664218,0,0.00132646423571098,0,0,0,0.000610823706739215,0.0117924342519323,0,0,0,0.00746052570396225,0,0,0,0,0.0726062814037975,0,0.00587094692966631,0,0,0,0,0
"SRR1159405",0,0,0,0,0,0,0.00339754995605751,0,0,0,0,0.00303273601330839,0.000227883953343657,0,0,0,0.0184175434239078,0,0,0,0,0.000483934775563137,0.00472982461376707,0,0,0,0,0,0,0.0189789276333984,0.00752519839910132,0,0,0.0325548420117846,0,0.00866303860941107,0,0,0,0,0,0,0.00079989209011367,0.0208003624945624,0,0,0.00148514264597725,0,0.000715384367106004,0,0.0726722024697386,0,0,0.00296579588055779,0,0,0.00429310213595536,0,0,0,0,0,0,0,0.00299651908025148,0.0187789056449229,0,0.0138979135092233,0,0,0,0.00035908775257966,0,0,0,0,0,0,0.000817083540202584,0,0.0657706105259663,0,0,0,0,0.000595649743370119,0,0,0,0.0519013018296694,0,0,0,0,0.0155536848358431,0,0,0,0.00486535994982764,0,0,0,0,0,0,0,0,0,0,0,0.000269666592114856,0,0,0,0,0,0.0122792460926445,0,0.00492760200550517,0,0,0,0,0,0,0,0.00015428420102111,0,0,0.00477840947357578,0,0,0,0,0,0,0,0.00379445966353565,0.000235442031191565,0,0,0,0.000568681711518868,0,0.00755841338360899,0,0.000569534976121693,0.415552748432322,0,0,0,0,0,0,0.00149457349284315,0,0.0596560810272252,0,0.0172740188044465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109045677817129,0,0,0,0.0384288138817657,0.000371784235653407,0,0.00155994220209345,0,0,0,0.00050696864767999,0,0,0,0,0.0514993944814509,0,0,0,0,0,0,0
"SRR1159408",0,0,0,0,0,0,0.00167855767755044,0,0,0,0,0,0.000144473895764891,0,0,0,0,0.000315602748844032,0,0,0,0.00395512507769606,0.0271752472648928,0,0,0,0,0,0,0.00998444048222544,0.000292198591315352,0.001543639398184,0.00144456308178279,0.0677464893494576,0,0.000442753486305605,0,0,0,0.00118594227057362,0,0,0.000848169962871721,0,0,0,0,0,0.0857212497887447,0.0116966831809909,0.0473164056103712,0.000157138419105721,0,0,0,0,0.0737209068374518,0.0129136273609082,0,0,0,0,0,0,0,0,0,0.0583967425182089,0,0,0,0,0,0,0,0,0.00225388295112402,0,0.000511591959605696,0,0.20819980262256,0.000157224866721157,0.00240814970266325,0,0,0.00471803810301336,0,0,0,0.00936117919333382,0,0,0,0,0.000556720708588465,0,0,0.0016240805032153,0,0.00172917640499083,0,0,0,0,0,0,0,0,0,0,0,0.132041432846283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191123369976622,0,0,0,0,0,0.00112724867889393,0,0,0.00110647918583519,0.000604907716995246,0,0,0.000210743394093528,0.011197732621432,0.00253560305428294,0.000213789649236204,0,0.00109336229610964,0.0225744798974159,0,0,0,0,0,0,0.000419960010765812,0,0.101096430847421,0,0.0214837851905153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68577594251942e-05,0,0,0,0,0,0.00518003932953582,0,0,0,0,0,0,0,0,0.0395293256230878,0,0,0,0,0,0,0.00371689450963311
"SRR1159411",0,0.000232062501392547,0,0,0,0.0353338764022684,0.000393977527694228,0,0,0,0.0021529730900841,0,0.00440519960060125,0,0,0.00249867590417372,0,0.00509131839758658,0.000128105765419228,0,0,0.000883344396156356,0.00831862149374489,0,0,0,0,0.000137902643368865,0,0.114050782810737,0.00490266833466124,0.111542959375001,0,0.0649634555556697,0,0,0,0,0,0,0,0,0.0273767310661156,0,0,0,0,0,0.000757393278743942,0,0.035735533551421,0.002010972214688,0,0.0284567180025494,0,0,0.026837493975979,0.00149614081466296,0,0,0,0,0,0,0.00190004073751737,0.0009263988099179,0,0.0146214018181398,0,0,0,0,0.000964026994497348,0,0,0,0.00225277964790155,0,0.00307298644096682,0,0.0498783181109167,0,0.0162831570366986,0,0.00154914750497572,0.00638681060495094,0,0,0,0.0288086981596324,0,0,0,0,0.00210264269155023,0,0,0.00189286025815317,0,0,0,0,0,0,0,0,0,0,0,0.00121251967474198,0.000223411440387978,0,0,0,0,0,0.172624282206533,0,0.000677843282363243,0,0,0,0,0,0,0,0,0,0,0.0110536544875552,0,0,0,5.78044111473592e-05,0.009891679551354,0,0,0.0116161403640379,8.53148188654894e-05,0,0,0.00413382859072453,0.0115700841574871,0,0.0178762382187559,0,0.0010964780942443,0.00761263244393008,0,0,0,0,0,0,0.000698048711787491,0,0.0423418742552033,0,0.0458854519232281,0,0,0,0.000123448230146636,0,0,0,0,0.00299053553968928,0,0,0,0,0,0.00272242305109446,0.000461700791351685,0,0,0.00195057593112328,0.000456054877484921,0,0.000826510772721704,0,0,0,0.0010192267634632,0,0,0,0,0.0414249044773114,0,0.000521865262452275,0,0.000149292152277293,0,0,0
"SRR1159414",0,0,0,0,0,0.00917455025547915,9.74188581658466e-05,0.0011888702719127,0,0,0.0013768129721203,0,0.00139400569299051,0,0,0,0,0.116255980828865,0,0,0,0,0.000541525457534302,0,0,0,0,0,0,0.0613330424820133,0.000177106576165108,0.00823233544623557,0,0.0023449000713297,0.000823555214945403,0,0,0,0,0,0,0,0.0472068304522005,0,0,0,0.00415913186119539,0,0.000261211059404901,0,0.0077824330256123,0,0.00862727192287612,0.00122112943658234,0,0,0.000884433581219763,0.0187490542014493,0,0,0,0,0,0,0,0.0141871639799602,0.00176643055579315,0.00134994632725757,0,0,0,0,0,0,0,0,0.00681565278557879,0,0.0412812791479932,0,0.0338889347326298,0,0.0401961975279262,0.000216535572084022,0.000149664327685201,0,0.00201831405450404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119255853813421,0,0,7.5767549297283e-05,0,0,0.00308547618780623,0.00381298933532374,0,0,0.0197712205476099,0,0,0,0,0.000120548084293441,0,0,0.00604388395508593,0,0,0,0,0.00160281256799932,0,0,0,0,0.000145478448105349,0,0.00955240951752638,0.0624269507107968,0.000430414148333771,0.00858445320609569,0,0.15801656296267,0.0735820343624647,0,0,0,0,0,0,0.000755328639405901,0,0.00224246323463191,0,0.0144409131574518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211954022345936,0,0,0,0.00733359920456408,0.000218829281613354,0,0,0,0.0553304491896176,0,0,0,0,0,0.000303987409610355,0.121017894284819,0.000240763976778236,0.0069261209840126,0,0.00372483161278295,0,0,0
"SRR1159417",0,0,0,0,0,0,0.0027256166805333,0,0,0,0.00903121791998151,0,0.000206132694164129,0,0,0,0.0939946903688532,0.0168946350825207,0,0,0,0.0043359524465814,0.00182270247620492,0,0.000571884453321585,0,0,0,0,0.00117678735357917,0,0,0,0.0391961928181881,0,0.00166734305687828,0,0,0,0.00018610708447075,0,0,0.00324225752935204,0.0229046798992233,0,0,0,0,0,0,0.121423437017965,0,0.0101003836619027,0,0,0,0.00109044230759664,0.00710088110657622,0,0,0,0,0,0,0,0.00322574982689375,0.00735456902209803,0.00269812942652296,0,0,0,0,0,0,0,0,0.00392156155374543,0,0.0026009458061003,0,0.0224304710246497,0,0.00393544195725647,0.000123020940687096,0.000563362854671925,0.000831195165412528,0,0.000199095599214519,0.000217172682453671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204586539147158,0,0,0,0,0.00154785208045517,0,0,0.000156474894105499,0,0,0,0,0,0,0,0,0,0,0,0.000211673325099685,0,0,0.0310931430384501,0,0,0,0,0.000234395047517051,0,0,0,0.000147873227975172,0,0.000364366841402018,0,0.050464278721002,0,0.0665561238710423,0,0.0113292940867659,0.223270043467694,0,0,0,0,0.0091391195599823,0,0.00619327770100136,0,0.0488574246822604,0,0.0139401001123713,0,0,0,0,0,0,0,0,0,0,0,4.7421620563981e-05,0,0,0.000214210434185618,0,0,0,0.00120187015549478,0,0.031146915068273,0.000616212544716045,0,0.00237264702178887,0,0.000634980822414658,0,0,0,0,0.0707450900352819,0.00318856528341027,0,0,0,0,0,0
"SRR1159420",0,0,0,0,0,0,0.000276603764725999,0,0,0,0.0292852154041005,9.58446041631714e-05,0.0215006485529077,0,0,0,0.0105995950123604,0.0277393591845215,0,0,0.000326343302494832,0.00149414031345403,0.00513531491833778,0,0.0114176264501306,0,0,0,0,0.0997446842833257,0.00402151263000963,0.000655774639987301,0.00101380397677539,0.0301349341729014,0,0.00183391808684432,0,0,0,0.00240873684823422,0,0,0.0364488545968926,0,0,0,0.00984756712713455,0,0.00074921474060933,0,0.0412102691436981,0.0031355628954276,0,0,0,0,0.013245864298516,0.000894849532385224,0.000167710677918446,0,0,0,0,0,0.00138003661002917,0.0390645978804834,0,0.0425434141976165,0,0,0,0,0,0,0,0,0.0129036613432191,0,0.0118871677664061,0,0.0751236691382125,0,0.00928131335660727,0.000424492935914822,0,0.00112522455965799,0,0.00096933131373912,0,0.00131065545555687,0,0,0,0,0,0,0,0.000256419906720157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000771444051917838,0,0,0,0,0,0,0.000800404743626773,0,0,0,0,0,0,0,0.0039821137881152,0,0,0.076209375181853,0,0,0,0,0.0123241916209437,0.00132179174978883,0,0,0.000322561369448502,0,0,0,0.0109929428994889,0.0166474344171009,0.000238642185360109,0,0.0430248463433557,0.0242736516508196,0,0,0,0,0,0,0.00483760029042208,0,0.0774944416106912,0,0.0275640562024681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976241133742096,0,0.00140223256708821,0,0.0138720523182846,0,0,0.000609351914315282,0,0,0,0,0,0,0,0,0.115844520135471,0,0,0,0,0,0,0
"SRR1159423",0,0,0,0,0,0,0.00295134979148912,0,0,0,0.00870957760948325,0,0.00883140160022075,0,0,0,0,0.00286011059691175,0,0,0,0,0,0,0,0,0,0,0,0.13282961476874,0.000408469840728074,0,0.00328765575792545,0.018939643355951,0,9.63476403532573e-05,0,0,0,0,0,0,0.0296528339132954,0,0,0,0.00176229453602696,0,0,0,0.0589030137227094,0.000673369899079647,0,0,0,0,0.0473357195599419,0.00133777835652634,0,0,0,0,0,0,0,0.0704792974801417,0.000998022236064631,0,0,0,0,0,0,0,0,0,0.0010898369521245,0,0.00416967255157001,0,0.0424630686388511,0,0.0104906040342492,0.000369208331760046,0,0.0435141358114627,0,0.000556816903741105,0.000125306647614897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354740614937479,0,0,0,0,0,0,0,0.121005388298845,0,0.000568664228396587,0,0,0.00204162250603458,0,0,0,0,0,0,0,0.00044609590667538,0.000837451175269241,0,0,0.0261046366672754,0.139280196839836,0,0,0,0,9.24111746349023e-05,0,0.000424584774707309,0,0.0175268841498575,0,0.0180187818256291,0,0,0,0,0,0,0,0,0,0,0,0,0.000311630704776604,0,0,0.000460352843218587,0,0,0.00362192703374334,0,0,0.000807554710857418,0,0.0208124746875307,0,0,0,0,0,0,0.142967111072001,0,0.00147926482723804,0,0.00221040988713602,0,0,0
"SRR1159426",0,0,0,0,0,0,0.00555615916555047,0,0,0,0.006680466704307,0,0.00381755225762455,0,0,0,0,0.00489241760840332,0,0,0,0.000347426672906194,0.00210301291114874,0,0,0,0,0.000119955231326553,0,0.12971878298003,0.00447320383137033,0.000597729853717211,0.00101978893425069,0.0389372324679223,0,0,0,0,0,0,0,0,0.0326715029334735,0.000266744121898966,0,0,0.0026932760618947,0,0,0,0.0855838147605992,0,0.0281774662802116,0.00119195208868443,0,0,0.0182684645940866,0,0,0,0,0,0,0,0,0.000542999327076898,0.00314531825607179,0.00250593232280882,0,0,0,0,0,0,0,0,0.015083545799866,0,0.040165022525805,0,0.09298881658143,0,0.00122755359760972,0,0,0.0783357309826537,0,0,0,0.0439842261796199,0,0,0,0,0,0,0,0,0,0.00130996507668149,0,0,0,0,0,0,0,0,0,0,0,0.00107685104059622,0,0,0,0,0,0.000170166732180322,0,0,0,0,0,0,0,0,0.0064266911131589,0,0,0.0312671952573317,0,0,0,0,9.84010820086919e-05,0,0,0,0.000105264374637341,0.00407408207960531,0,0,0.0424944319338173,0.0385229493209337,0.00950328949197442,0,0.103641279324139,0.0485783682573071,0,0,0,0,4.39831076192188e-05,0.000222379710524628,0.000878538634192714,0,0.0158179982254805,0,0.00503703498334658,0,0,0,0,0,0,0,0,0,0,0.000918993454810369,0,0.0004159647980945,0,0.000153088627182028,0,0,0,0.00370472394038876,0.00063887957261531,0,0,0,0,0,0.00260123979529468,0,0,0,0,0.0309823930106284,0,0.00446975202310232,0,0,0,0,0
"SRR1159428",0,0,0,0,0,5.35237424033408e-05,0.000458569459843683,0.000776905654479379,0,0,0,7.29167196927722e-05,0.00011197493813659,0,0,0,0.000238312096918622,0.0171003071321244,0,0,0,4.59992806668111e-05,0.000113560224340883,0,0,0,0,0.0129028001370901,0,0.0905274090170825,0.0161868686128415,0,0,0.000781286509908891,0,0.0265985283279771,0,0,0,0,0,0,0.00699321291976626,0,0,0,0.000261305067330659,0,0,0,0.000433758337872305,0,0.000179495685221943,0,0,0,0,0.00493227016314814,0.000366281593780403,0,0,0,0,0,4.29704861373209e-05,0.00234322832980713,0,0,0,0,0,0,0,0,0,0,0.107030745375915,0,0,0,0.000728502772138014,0.000753091379981518,0,0.000208071694125976,0,0.102942828811841,0,0.00388372370450679,0.00127227579511322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223167939938548,0,0,0,0.000303199661523473,0,0,0,0,0,0.00804514473943586,0,0,0,7.33876963255413e-05,0,0,0.000408053632377115,0,0,9.32570646831854e-05,0,0,0,0,0,0,0,0.00798717104870215,0.0014758669032824,0.0044062841457291,0.0408712189740645,0,0,0.0181081375398737,0.038338723848866,0,0,0,0,3.18487175985771e-05,0.000162258997833908,0.000208324782326469,0,0.00123109418648231,0,0.000488680497215273,0,0,0,0.000236404471600677,3.64468190286151e-05,0,0,0,0.465530484833116,0,0,0,0,0,0,0,5.87666926015686e-05,0,0,0,0,0,0,0.00290201341688629,0,0,0,0,0,0,0.00730301090919978,0.000170026088490077,0,0.000316302422626396,0,0,0,0
"SRR1159431",0,0,0,0,0,0.0143957949823152,0.0106813192225867,0,0,0.000406857913772,0.00212788584062469,0,0,0,0,0,0.00125269697695535,0.014476617762956,0,0,0,0,0,0,0,0,0,0,0,0,0.00490472757405851,0.000898696617669594,0,0.110516665570264,0,0,0,0,0,0,0,0,0.017623411971412,0.00307714307319229,0,0,0.000569185237146296,0,0.00171934644946228,0,0.0143985304416998,0,0.00139219318535648,0,0,0,0,0,0,0,0,0,0,0,0,0.0854980642530966,0,0.000393633331332575,0,0,0,0,0,0,0,0,0,0,0,0,0.0367935379298224,0,0,0,0,0,0,0,0,0.00892123465006396,0,0,0,0,0,0,0,0,0.00037837046631208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327392185709457,0,0,0,0,0,0,0,0,0,0,0,0,0.0135999822841881,0,0,0,0,0,0,0,0,0,0,0,0.00037952786195479,0,0,0,0,0,0.339350309581961,0,0,0,0,0.0126559528536855,0,0.003898442901778,0,0.138555646743309,0,0.0135408424873624,0,0,0,0.000526391053388038,0,0,0,0,0,0,0,0.000311364470724175,0,0,0,0,0.00536347366502384,0,0.00104477154070941,0,0.034554965977636,0,0,0.0020075097415173,0,0,0,0,0,0,0.0696456868157191,0,0,0,0,0,0,0
"SRR1159434",0,0,0,0,0,0,0.00938788005225108,0.000525474599710685,0,0,0,0.000103506206197901,0,0,0,0,0.0107574438776498,0.0150501067177698,0,0,0,0.000335928395657871,0,0,0,0,0,0,0,0.00517025385992381,0.000425281165831148,0.00130558259851486,0,0.0270879417369913,0,0.00194093582227546,0,0,0,0.00134710001456448,0,0,0.0947143718287068,0.00296829414522212,0.00189603453661098,0,0.040953463660098,0,0,0,0.0192338822486492,0,0,0.00129696269763822,0,0,0.0246426651486866,0,0,0,0,0,0,0,0,0.01190401354414,0.000692112603794046,0.00159114374598136,0,0.000517531030989507,0,0,0,0,0,0,0,0,0.0318210242003744,0,0.0577256535150186,0.00724610217563672,0,0.000299133418563341,0,0.140385779724256,0,0,0,0,0,0,0,0.00390621245161774,0,0,0,0,0.000841597056156282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061006793505023,0,0,0,0.00229061981807288,0.00824209544010815,0.000501668717057039,0,0.000798039675231401,0.000250891374178011,0,0,0,0,0,0,0.000619850916174619,0.0254721766536171,0,0,0,0,0,0,0,0,0,0,0.0719965031608348,0.000976582618603308,0.0134031227373579,0.000479271705881466,0.0142353871087292,0,0.0439193650731688,0.144734032375765,0,0,0,0,0.000476701630787042,0,0.000101864636386232,0,0.00131831599948614,0,0.0207168446465396,0,0,0,0.00757006711737545,0,0,0,0,0,0,0,0,0.000527706162264356,0,0.00296421735082616,0,5.77714051982066e-05,0,0,0,0.00826902541664623,0,0,0,0,0.000106169383726075,0,0,0,0,0.0978836994230691,0,0.0080639173229348,0,0,0,0,0
"SRR1159437",0,0.000158582758641328,0,0,0,0,0.000394162559984688,0,0,0,0,0.000551337212243734,0.0102928000327865,0,0,0,0,0.00921086337042557,0,0,0.00152932928109281,0.000161707836208625,0.00759305583774338,0,0,0,0,0,0,0.0647104902146766,0.000106708709819046,0,0.000101231824381297,0.0330025149121735,0,6.91744247290035e-05,0,0,0.00195786262106061,0,0,0,0.000459638353055595,0,0,0,0,0,0.0150247072431883,0.00496244723936301,0.0428537756508003,0.000310335541578513,0.00372299650221493,0,0,0.00102843552005422,0.0535592697442214,0,0,0,0,0,0,0,0,0.0134445090546201,8.828968210543e-05,0.00406404877867099,0,0,0,0,0,0,0,0,0.00771165538465499,0,0,0,0.183550818064831,0,0.0285704187425079,0,0.000867621012446498,0,0,0,0,0,0,0,0,0,0.000248906429818361,0,0,0,0,8.61957160503291e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112144994794596,0,0,0.00226914793729922,0,0,0,0,0,0.000118192880326805,0,0,0.00130177242360724,0.0016888874257808,0,0,0.0927651830326903,0.0423804432554908,0,0,0.0540161888788496,0.0758348397933741,0,0,0,0,0,0,0.000166274973189008,0,0.168352557464631,0,0.0231915324539602,0,0,0,0,0,0,0,0,0.000479350661159765,0,0,0,0,0,0,0,7.36223860951974e-05,0,0.0272112291498438,0,0,0,0,0,0,0,0,0,0,0,0.0155130175580103,0,0.000255223989879088,0,0.00186719553171865,0,0,0
"SRR1159440",0,0,0,0,0,0,0.00159471053157092,0,0,0,0,0.0130067720204083,0.000302425944507276,0,0,0,0.000292861094782254,0.0389993197682748,0,0,0,9.91147019273874e-05,0.000290033020071167,0,0,0,0,0.000440793632963995,0,0.0123882369272607,0.00544716009870498,0,4.82617812432286e-05,0.0010074924140798,0,0.000334271005167343,0,0,0,0,0,0,0.0437556240863317,0,0,0,0.000298796116043251,0,0,0,0.0172601772911039,0,0.00212508959506115,0,0.00291788183383155,0,0,0.000270597925484946,0,0,0,0,0,0,0,0.0111457130277183,0.000206027897845206,0.00167622481660335,0,0,0.00036655038494062,0,0,0,0,0,0.000841268177624812,0,0.00082466710825044,0,0.00246030863211207,0,0,6.22571821144453e-05,9.04024267533509e-05,0.131316431836668,0,0.00222001231227583,0.00402725835878947,0.000441155434553931,0,0,0,0,0.000252509158537147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480379304808423,0.000261806793229998,0,0,0,0.000452861417732293,0.000592278955007585,0,0,0,0.0418406724095262,0,0,0,0,0.00010889164952906,0,0,0.000371422063366041,0,0,0,0,8.99298567936139e-05,0,0,0,0,0,0.00557715906100065,0.00177940871452035,0.0381317458413387,0.00694215912225641,0,0,0.126021564951229,0.0730163443686473,0,0,0,0,0,0.000521414364511785,0.0169134126768913,0,0.00110563505351966,0,0.000934362178554379,0.00118508535708692,0,0,0,0,0,0,0,0.188099918422657,0,0.000745664238662614,0,0,0,0,0,0.0118458759862085,0,0.00121078730672555,0,0,0.00115209975434661,0,0.00364410794329995,0,0,0,0,0,0,0.179303925227394,0.000331218007157845,0,0,0.000179462430393484,0,0,0
"SRR1159443",0,0,0,0,0,0,0.000912171544978167,0.000398459826680101,0,0,0,0,0,0,0,0,0,0.0193788308510796,0,0,0,0,0.000239630612165063,0,0,0,0,0,0,0.019141550076827,0.0364555058904494,0,0,0.000739737666710364,0,0,0,0,0,0,0,0,0.0559331424744681,0,0,0,0,0,0,0,0.0131763923662074,0,0.00107669086291791,0,0,0,0,0,0,0,0,0,0,0,0,0.0263616358644513,0.000178801734690131,0,0,0,0,0,0,0,0,0,0.00571975825230705,0,0.0197992569810859,0,0.0135013878299041,0.0125852644009669,0.0355204591475912,0,0,0,0,0.00243925797420606,0,0,0,0,0,0,0.0003467064722307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000600552800355119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716392057052251,0.00322192582586861,0.0492350827076623,0.00101889632581833,0,0,0.122806434696062,0.235372899027294,0,0,0,0,0,0,0.00267082446558466,0,0.0296678067672911,0,0.000651084686466082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482008235334992,0,0,0,0.00171984686800724,0,0,0,0,0,0,0.270976925501507,0,0,0,0,0,0,7.15069231008611e-06
