"","Acetanaerobacterium","Acidaminococcus","Acinetobacter","Actinomyces","Adlercreutzia","Akkermansia","Alistipes","Allisonella","Allobaculum","Anaerococcus","Anaerofilum","Anaerorhabdus","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovorax","Atopobium","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Bulleidia","Butyricicoccus","Butyricimonas","Caldimonas","Caloramator","Campylobacter","Catenibacterium","Citrobacter","Clostridium_III","Clostridium_IV","Clostridium_XI","Clostridium_XVIII","Clostridium_XlVa","Clostridium_XlVb","Clostridium_sensu_stricto","Collinsella","Comamonas","Coprobacillus","Coprococcus","Corynebacterium","Cronobacter","Denitrobacterium","Desulfotomaculum","Desulfovibrio","Dialister","Dietzia","Dorea","Eggerthella","Enterobacter","Enterococcus","Enterorhabdus","Erwinia","Erysipelothrix","EscherichiaShigella","Ethanoligenens","Eubacterium","Faecalibacterium","Filifactor","Finegoldia","Flavonifractor","Fusobacterium","Gardnerella","Gemella","Gemmiger","Geosporobacter","Gordonibacter","Gracilibacter","Granulicatella","Haemophilus","Hafnia","Halomonas","Hespellia","Holdemania","Howardella","Klebsiella","Kluyvera","Lachnobacterium","Lactobacillus","Lactococcus","Lactonifactor","Leuconostoc","Lutispora","Marvinbryantia","Megamonas","Megasphaera","Methanobrevibacter","Methylobacterium","Micrococcus","Mitsuokella","Mobiluncus","Mogibacterium","Moryella","Murdochiella","Mycoplasma","Negativicoccus","Neisseria","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Pantoea","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Porphyromonas","Prevotella","Propionibacterium","Proteus","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pyramidobacter","Rhodococcus","Robinsoniella","Roseburia","Rothia","Ruminococcus","Saccharofermentans","Salmonella","Selenomonas","Shewanella","Slackia","Sneathia","Solobacterium","Sphingomonas","Sporanaerobacter","Sporobacter","Staphylococcus","Stenotrophomonas","Streptococcus","Subdoligranulum","Succinivibrio","Sutterella","TM7_genera_incertae_sedis","Tepidimicrobium","Tindallia","Tissierella","Turicibacter","Unassigned","Vampirovibrio","Varibaculum","Veillonella","Victivallis","Weissella","Zimmermannella"
"rgn.8.8",5,0,1,4,1,0,1,0,28,27,1,0,0,2,0,6,23,47,16,0,3,147,1,0,7,1,1,3,18,14,0,25,4,9,3,114,10,21,21,0,0,36,20,0,0,1,2,12,2,34,0,0,0,2,0,1,14,1,36,196,1,104,0,54,0,2,21,0,0,2,11,6,0,0,12,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,6,4,19,0,4,0,25,0,1,1,12,0,0,18,2,62,24,128,4,1952,0,0,1,1,0,0,0,0,117,0,80,2,0,0,0,0,6,0,0,0,10,3,0,37,3,73,9,0,16,0,0,0,200,0,0,26,2,0,0
"rgn.8.9",1,0,0,45,0,0,0,0,0,92,0,0,0,1,1,122,2,11,1,0,1,27,0,0,0,0,6,3,217,4,0,2,0,1,1,22,0,4,4,0,0,3,14,2,0,0,0,60,2,15,0,0,2,0,0,0,69,1,76,30,0,115,0,4,0,22,1,0,0,53,0,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,66,13,0,183,0,6,0,0,0,4,34,0,0,1,2,1,0,3,10,225,8,16,141,1604,0,0,0,0,0,0,0,1,10,0,33,30,0,2,0,0,0,2,0,0,2,0,0,29,0,0,0,0,180,0,1,0,206,2,0,1,0,0,0
"rgn.9.10",5,0,0,0,0,0,2,1,0,99,0,0,1,4,1,4,6,19,0,0,5,41,3,0,6,0,0,0,235,0,0,6,0,1,0,55,6,3,0,0,1,20,211,3,0,0,0,35,0,12,1,1,1,2,0,0,67,0,42,97,0,35,0,0,0,0,12,0,0,107,1,0,0,0,0,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,12,0,71,0,1,0,2,0,0,101,0,1,2,0,1,3,0,0,288,0,13,94,1292,0,0,0,1,0,0,0,0,35,0,58,1,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,459,1,1,1,373,0,0,9,0,0,4
"rgn.9.11",0,0,0,8,0,0,0,0,0,12,0,0,0,2,0,8,0,183,2,0,5,93,0,0,3,3,0,5,82,0,0,0,0,3,1,150,3,22,6,0,0,54,14,0,0,0,0,36,0,25,1,0,0,0,0,0,14,0,31,280,0,47,0,0,0,0,71,0,1,0,26,5,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,29,0,0,33,0,3,0,1,0,0,24,0,0,2,0,10,24,3,4,47,13,0,16,1611,0,0,19,0,0,0,0,0,450,0,28,1,0,0,0,0,0,0,0,1,2,0,0,14,0,358,7,0,0,0,0,0,83,7,1,2,0,0,0
"rgn.9.12",5,0,0,1,0,0,0,0,0,29,0,0,0,2,0,1,0,12,0,41,4,53,23,0,4,0,0,0,0,47,0,26,6,0,0,37,3,1,3,0,0,38,1021,0,0,2,0,66,0,19,0,0,0,0,0,0,172,3,23,296,0,98,0,0,0,0,27,0,0,0,0,31,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,0,2,0,13,0,3,0,0,2,0,0,0,1253,0,0,15,0,0,0,0,0,281,0,45,0,0,0,0,0,0,0,0,0,6,10,0,2,7,0,12,0,0,0,0,0,144,0,0,0,0,0,12
"rgn.9.13",0,0,0,6,0,0,6,1,1,1,0,0,1,22,0,1,0,32,0,0,3,180,2,0,11,0,6,0,0,0,0,2,5,19,2,159,8,0,12,2,0,124,31,0,5,0,0,62,0,53,3,0,1,0,0,0,162,0,20,82,0,5,0,5,0,0,32,0,0,3,2,0,0,0,3,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,41,0,0,8,0,0,0,0,0,3,0,2,2,1583,3,0,22,0,0,0,0,0,710,0,253,0,0,0,0,0,0,0,0,1,1,2,0,63,3,0,0,4,0,0,0,0,179,0,0,5,0,6,0
"rgn.9.2",0,0,0,0,6,0,0,1,6,106,0,0,0,0,0,2,3,30,50,1,1,0,0,3,0,0,0,0,3,0,0,1,0,0,0,3,1,0,4,0,0,3,265,0,0,0,2,95,0,4,0,0,1,0,0,0,29,0,4,5,0,765,1,64,0,37,1,0,0,0,0,0,0,0,5,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,3,0,0,11,0,3,0,0,0,0,0,0,59,0,294,233,1,9,724,0,0,0,0,0,1,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,7,0,956,0,0,10,0,9,0,0,0,79,0,2,1,0,0,0
"rgn.9.3",1,0,0,0,0,0,6,2,13,17,1,0,0,3,0,8,0,30,7,0,1,88,0,0,6,3,26,7,0,35,0,25,0,2,1,140,26,0,10,0,0,77,57,0,0,2,6,82,1,64,0,0,0,2,0,0,62,1,31,383,0,42,1,0,0,0,67,0,0,1,27,30,0,0,10,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,5,6,0,0,89,1,0,12,0,0,0,0,0,12,1,2,2,1094,2,0,7,3,0,0,0,1,175,5,171,1,0,12,0,0,0,9,0,0,27,0,0,331,0,1,1,5,0,0,0,0,523,5,0,59,0,2,0
"rgn.9.6",2,0,0,72,0,0,2,3,2,127,0,0,0,0,0,61,8,38,0,0,3,3,0,0,1,1,0,0,88,1,0,3,0,2,8,28,0,3,25,0,0,1,32,7,0,0,0,167,4,10,0,0,0,1,0,0,9,0,48,2,5,200,0,211,0,5,0,0,0,177,29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,13,5,32,26,0,5,0,3,1,0,19,0,0,1,0,0,0,122,12,320,171,9,151,726,0,0,0,0,0,1,0,0,5,0,4,2,0,5,0,0,0,0,0,0,3,0,0,3,0,2,2,1,686,4,1,1,228,0,0,0,0,0,0
"rgn.9.9",0,0,0,0,0,0,6,5,19,50,2,0,1,5,0,33,7,104,1,87,1,75,0,0,5,0,2,0,189,0,1,5,0,8,13,67,0,11,0,0,0,38,33,4,0,0,0,86,5,20,0,0,0,0,0,0,66,0,38,493,1,5,1,15,3,0,85,0,0,69,18,8,0,0,1,0,1,3,0,0,3,0,0,0,3,1,0,2,0,0,0,0,42,6,13,31,0,5,11,0,16,6,7,0,0,0,0,2,0,2,18,129,4,8,56,963,1,0,4,0,0,1,0,0,218,1,158,16,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,279,0,1,1,230,0,46,6,0,0,0
