,Abiotrophia,Acetanaerobacterium,Acetitomaculum,Acetivibrio,Acetoanaerobium,Acetobacter,Achromobacter,Acidaminobacter,Acidaminococcus,Acidovorax,Acinetobacter,Actinobacillus,Actinobaculum,Actinomyces,Adlercreutzia,Aerococcus,Aeromonas,Aggregatibacter,Akkermansia,Alcaligenes,Alistipes,Alkalibacter,Alkalibacterium,Alkalibaculum,Alkaliphilus,Allisonella,Allobaculum,Alloscardovia,Anaerobiospirillum,Anaerobranca,Anaerococcus,Anaerofilum,Anaerofustis,Anaeroglobus,Anaerophaga,Anaeroplasma,Anaerorhabdus,Anaerosphaera,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovibrio,Anaerovorax,Aquabacterium,Aquaspirillum,Arcanobacterium,Arthrobacter,Asteroleplasma,Atopobium,Atopostipes,Azonexus,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bdellovibrio,Bifidobacterium,Bilophila,Blautia,Brachybacterium,Brachyspira,Bradyrhizobium,Brevibacillus,Brevibacterium,Brevundimonas,Bulleidia,Burkholderia,Butyricicoccus,Butyricimonas,Butyrivibrio,Caldilinea,Caldimonas,Caloramator,Campylobacter,Carnobacterium,Catenibacterium,Catonella,Cedecea,Cellulomonas,Cellulosilyticum,Cerasicoccus,Chryseobacterium,Citrobacter,Cloacibacillus,Cloacibacterium,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XII,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Comamonas,Coprobacillus,Coprococcus,Coraliomargarita,Coriobacterium,Corynebacterium,Cronobacter,Cryptobacterium,Cupriavidus,Dehalobacter,Delftia,Denitrobacterium,Dermabacter,Desmospora,Desulfitobacterium,Desulfobulbus,Desulfohalobium,Desulfosporosinus,Desulfotomaculum,Desulfovibrio,Dethiobacter,Dethiosulfatibacter,Devosia,Dialister,Dietzia,Dongia,Dorea,Dysgonomonas,Eggerthella,Elizabethkingia,Elusimicrobium,Enhydrobacter,Enterobacter,Enterococcus,Enterorhabdus,Eremococcus,Erwinia,Erysipelothrix,EscherichiaShigella,Ethanoligenens,Eubacterium,Facklamia,Faecalibacterium,Fastidiosipila,Filifactor,Finegoldia,Flavobacterium,Flavonifractor,Fodinicurvata,Francisella,Fusobacterium,Galbibacter,Gallicola,Gardnerella,Gemella,Gemmiger,Geoalkalibacter,Geobacillus,Georgfuchsia,Geosporobacter,Gordonibacter,Gracilibacter,Granulicatella,Haemophilus,Hafnia,Hallella,Halochromatium,Halomonas,Haloplasma,Helcococcus,Helicobacter,Heliobacterium,Herbaspirillum,Hespellia,Holdemania,Howardella,Humibacter,Hydrogenoanaerobacterium,Hydrotalea,Hymenobacter,Janthinobacterium,Jonquetella,Kangiella,Kiloniella,Klebsiella,Kluyvera,Kocuria,Lachnobacterium,Lactobacillus,Lactococcus,Lactonifactor,Leptotrichia,Leucobacter,Leuconostoc,Limnobacter,Listeria,Lutispora,Lysinibacillus,Mangrovibacter,Marispirillum,Marvinbryantia,Megamonas,Megasphaera,Mesoplasma,Methanobrevibacter,Methanosphaera,Methylobacterium,Microbacterium,Micrococcus,Mitsuokella,Mobiluncus,Modestobacter,Mogibacterium,Moorella,Moraxella,Morganella,Moryella,Mucilaginibacter,Murdochiella,Mycobacterium,Mycoplasma,Natronincola,Negativicoccus,Neisseria,Nesterenkonia,Nocardioides,Nonomuraea,Nosocomiicoccus,Novispirillum,Novosphingobium,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oxalicibacterium,Oxalobacter,Paenibacillus,Paludibacter,Pantoea,Papillibacter,Parabacteroides,Paracoccus,Paraeggerthella,Parapedobacter,Paraprevotella,Parasporobacterium,Parasutterella,Parvimonas,Pectobacterium,Pediococcus,Pedobacter,Pelistega,Pelomonas,Peptococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Phyllobacterium,Planobacterium,Plesiomonas,Pontibacter,Porphyromonas,Prevotella,Propionibacterium,Proteocatella,Proteus,Providencia,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Pseudoxanthomonas,Psychrobacter,Psychromonas,Pyramidobacter,Ralstonia,Raoultella,Rhizobium,Rhodococcus,Rhodospirillum,Rikenella,Robinsoniella,Roseburia,Rothia,Ruminobacter,Ruminococcus,Saccharibacillus,Saccharofermentans,Salmonella,Sarcina,Scardovia,Schlegelella,Schwartzia,Selenomonas,Serratia,Shewanella,Shimwellia,Shinella,Shuttleworthia,Slackia,Sneathia,Soehngenia,Solibacillus,Solobacterium,Sphingobacterium,Sphingobium,Sphingomonas,Sphingopyxis,Spirochaeta,Spiroplasma,Spirosoma,Sporacetigenium,Sporanaerobacter,Sporobacter,Sporosalibacterium,Sporosarcina,Staphylococcus,Stenotrophomonas,Streptacidiphilus,Streptobacillus,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Succiniclasticum,Succinivibrio,Sulfuritalea,Sutterella,Syntrophococcus,Syntrophomonas,TM7_genera_incertae_sedis,Tannerella,Tepidibacter,Tepidimicrobium,Tessaracoccus,Thermanaerovibrio,Thermoanaerobacter,Thermogymnomonas,Thermotalea,Thiohalobacter,Thiomonas,Thioprofundum,Tindallia,Tissierella,Treponema,Turicibacter,Unassigned,Ureaplasma,Vagococcus,Vampirovibrio,Varibaculum,Variovorax,Veillonella,Vibrio,Victivallis,Virgibacillus,Vulcanibacillus,Weissella,Yersinia,Zimmermannella
4EP1,0.0,0.0,0.0,0.0,0.0,1.9713115966137263e-36,0.0,2.3198119093479668e-06,0.0,2.216635776054749e-13,1.2532099347643025e-08,0.0,0.0,3.407430987705849e-21,0.0,0.0,2.2529991717924856e-38,3.294419523256553e-14,0.0,1.7033271295591012e-19,0.0,0.0,1.60809676076929e-28,0.0,0.0,0.0,0.0,0.0,0.009422317750912122,0.0,0.0,0.0,0.0,4.963177357159199e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.251643102522003e-16,0.0,0.0,0.0,0.00016131808024338835,0.0,0.0,0.0,0.0,0.0,0.0,6.333187365940188e-20,4.330966747574215e-35,0.0,0.0,4.1375244530534045e-32,0.0,0.0,0.0,0.3922214411326743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.354668308300377e-26,0.0,0.0,4.4134732039349835e-29,6.064319278061999e-32,0.0,0.0,0.0,0.0,0.0,8.677670371558594e-28,0.0,0.0,0.0,0.0030922326424165977,0.0,0.0,0.0,0.0,1.818253177992879e-11,0.0,1.1676258592401984e-10,0.0,0.0,0.0,7.863654046499247e-34,4.843072991790952e-39,0.0,0.0,0.0,0.0,1.4459042002339593e-31,3.957807089134477e-37,0.0,0.0,0.0,0.0,0.0,1.1906099101154805e-20,1.5970818245132897e-27,0.0,0.0,9.060483741823472e-39,0.0,0.0,0.0,1.2387580394880505e-16,0.0,3.1897192821253617e-31,0.0,0.0,0.0,5.5384982834563235e-33,0.0,0.0,0.0,0.0,1.8905188816320582e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1271343762495857e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.40965839685956873,1.8020787148763022e-11,7.021656214860123e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8095397821133937e-05,0.0,9.862128942152363e-38,7.177694511770022e-38,0.0,3.6245485045807972e-40,0.0,0.0,0.0,0.0,0.0,0.0,1.3051373057423527e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7196831037064776e-37,0.0,0.0,2.1573182744298062e-10,0.0,0.0,0.0,0.0,9.413708431464975e-14,0.0,0.0,4.909136942194315e-34,0.0,0.0,0.0,8.629114004816931e-27,8.31672929710535e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6844716423834785e-33,1.4055464788172528e-39,0.0,0.0,0.0,0.0,0.0,2.6314763128436477e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414410151672534e-36,0.0,0.0,0.0,0.0,0.0,2.763305413570437e-07,0.0,0.0,1.0741813055711334e-11,0.0,0.0,0.0,0.0,0.0,0.00548903165405722,0.0,7.833678192883565e-22,3.249937786745971e-37,0.0,0.0,0.0,0.0,5.857858603037718e-34,0.0,0.0,4.487645260748179e-41,1.1701169790077724e-05,1.321630062963655e-20,0.0,0.0,3.471700079926967e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2192624443485009e-11,0.0,4.3715323511052525e-25,0.0,0.0,0.0,0.0,0.008802784647147172,0.0,0.0,0.0,0.0,0.0,0.0,7.2432940711828915e-37,0.0,2.316363632963324e-25,0.0,0.0,1.90157957469624e-41,1.0301194486944477e-31,0.0,0.0,2.246719659057795e-34,3.644364072477207e-35,0.0,2.7003399301069172e-17,0.0,5.9409816662325306e-27,0.0,0.0,0.0,0.0,1.505183688510566e-35,0.0,1.9908354039391489e-10,0.0,0.0,0.0005351681628910321,0.0,6.533727813936629e-28,4.590747533347479e-19,0.0,0.0,4.633740251264706e-37,4.593287713077435e-37,4.941174288931281e-09,0.17026832852404233,0.0,0.0,0.0,0.0,0.0,0.0,1.1655098369995785e-32,0.0,0.0,1.717152562688778e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8594515465170407e-17,5.351487500913477e-38,6.960879260579418e-33,0.0,0.00031656977159308315,1.1156841926439709e-27,0.0,0.0,0.0,4.0256953553575424e-24,0.0,0.0,0.0,0.0
4EP10,0.0,0.0,0.0,0.0,4.421409106413943e-38,1.0505031852785063e-29,0.0,0.0,6.66627195528233e-36,0.0,0.0,4.667047005154443e-31,0.0,0.0,0.0,0.0,2.6272511972875837e-38,0.0,0.0,9.110367957579393e-34,3.315971973263943e-38,0.00016148045525963845,1.526620657144199e-31,0.0,0.0,4.167413132482578e-08,8.583120939677595e-23,2.0804242089514352e-08,7.22436197071576e-33,1.1368815809191294e-12,2.1417152969685414e-12,0.0,0.0,1.516156165506511e-35,0.0,0.0,0.0,0.0,7.598578456921164e-30,0.0,0.0,0.0,0.2871559087517787,4.109493530593244e-38,4.2368979745239133e-36,0.0,0.0,5.062048336362462e-38,0.0,0.0,0.0,2.5797262277054566e-36,0.0,2.611660869351099e-30,8.489071305983535e-22,5.7141661820717496e-39,0.0,0.0,1.5167938270966713e-34,0.0,0.0,0.0,8.254550793399547e-37,0.0,0.0,5.127259119154716e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.950809436918931e-29,2.419137865194351e-38,1.765202174224546e-27,3.6341548532544484e-19,0.0,1.4221976936717965e-33,0.0,0.0,3.716166937615734e-24,1.6023765158292515e-36,0.0,7.46553841866696e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.420524077793072e-06,0.0,0.0,1.44187389378702e-26,0.0,0.0,0.0,0.0,0.0,0.0,3.957159824356939e-37,0.0,0.0,0.0,0.0,0.0,6.076762330298074e-39,3.230431860125013e-39,0.0,0.0,1.1150402129842538e-39,0.0,0.0,0.0,4.903371897915005e-20,0.0,1.8768233888958048e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4509599540595477e-23,1.4540892588344515e-40,0.0,4.875860109115631e-37,0.0,2.976553447867464e-39,0.0,0.0,0.0,1.6377195620932157e-34,0.0,1.7458242979056618e-23,0.0,4.0404966136943647e-25,0.0,0.0,2.4837687949187586e-38,0.0,0.0,0.0,0.0,0.0,3.1281832572648017e-12,0.0,0.0,5.478551668247458e-07,2.0729484945239247e-24,0.0,6.988805795767196e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.112185518855969e-35,0.0,0.0,6.183232546347369e-35,0.0,0.0,0.0,0.0,1.776814173869367e-16,0.0,0.0,0.0,0.0,0.0,2.2618520134028966e-28,0.0,8.491065140185833e-21,0.0,4.607426736645386e-39,0.0,0.0,2.0867752794968457e-39,6.418625784940994e-19,0.0,0.0,1.273371273501766e-18,0.0,0.0,0.0,4.4095477522715003e-29,0.0,1.2272747519167072e-28,0.0,0.0,0.0,4.597814375626357e-35,5.3023096300307686e-40,0.0,1.8603003460855514e-34,3.4252103395024777e-41,0.0,0.0,0.0,2.3636521435219645e-20,0.0,5.18281305016918e-18,0.0,0.0,0.0,3.331074670698757e-28,3.4238470365833066e-31,6.376112655137364e-35,0.0,4.408875087355903e-21,0.0,0.0,8.066577337627265e-28,0.0,4.058041293967755e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.7704142090438342e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3814957423068604e-21,1.204328775673214e-10,0.0,0.0,0.0,2.4160744849370304e-14,0.0,0.0,0.3324377190980649,2.6290670684548306e-09,0.0,0.0,2.8361238186876464e-31,3.794289174313545e-08,2.052007489904459e-27,0.0,0.0,0.0,0.0,1.0470137544438951e-20,0.3801744175493764,0.0,1.142538801876393e-22,4.2154734643737895e-05,0.0,2.8807375310505262e-34,0.0,7.333610354741036e-35,2.7093110134562842e-09,0.0,0.0,1.564051704805829e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.4181581390246966e-05,7.4364670961846e-40,1.5848366676647597e-07,0.0,0.0,0.0,2.7222604760232995e-39,0.0,0.0,0.0,3.0741479048639995e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8515574754611e-41,0.0,0.0,2.69297141399971e-20,4.047906534834248e-28,0.0,3.1584604266300235e-28,0.0,3.624512291554803e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.633118084628526e-22,1.179816017583387e-33,9.225842985345937e-06,0.0,0.0,0.0,0.0,2.170725923448881e-39,0.0,0.0,6.637306998123899e-25,1.6016458950709483e-32,0.0,4.84979412265565e-33,1.145009895224676e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.429843348964917e-07,1.589937076463681e-13,0.0,1.2725774228306781e-18,0.0,3.507934276003966e-17,0.0,1.1827016705182867e-28,3.9497260373133485e-35,0.0,0.0,0.0,1.5269021569516285e-26
4EP12,0.0,0.0,0.0,0.0,0.0,0.0,7.681299276777208e-16,0.0,0.0,0.0,0.0,1.5873138270590949e-21,0.0,0.0,0.0,0.0,3.477425906818385e-30,1.8932972481065035e-28,0.0,1.1975525956650159e-31,1.8928981928855664e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322900610800105e-13,0.0,0.0,0.0,3.592903379600642e-36,0.0,0.0,0.0,0.0,0.0,8.82478513210996e-22,0.0,0.0,0.0,1.4772203234440446e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.52576565058891e-20,0.0,6.513684668734168e-10,0.0,0.0,6.188457284722808e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.681608113110245e-19,0.0,0.0,0.0,0.0,2.267124774607452e-18,0.0,0.0,1.855954263373254e-32,0.0,0.0,0.0,0.0,7.7764447877632585e-25,0.0,0.0,0.0,0.0,0.0,7.790792428350515e-05,0.0,0.0,0.0,0.0,0.0,1.0924272312611692e-12,0.0,0.0,0.0,0.0,0.0,3.6395609291378666e-34,1.127356030197213e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1057391248277834e-40,0.0,0.0,0.0,6.749707812183511e-19,0.0,0.0,7.918436367477115e-40,1.5710223485196075e-05,0.0,9.268693111459417e-38,0.5203889765207766,0.0,0.0,1.5408836538136033e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.410555863617728e-08,0.0,0.0,0.0,0.0,9.958023983263705e-42,0.0,1.1142530618466905e-32,0.0,0.0,0.0,0.0,0.0,4.1013132950204057e-35,0.0,0.0,0.0,1.8133118384112215e-37,0.0,0.0,2.977498437606425e-22,0.0,0.0,0.4728775274423176,0.0,0.0,0.0,0.0,0.0,7.786660339314012e-16,4.0353368204218985e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.859206871964009e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68008555746938e-15,2.9782076943734893e-21,8.388518175636277e-40,0.0,0.0,7.231206924397859e-28,0.005927694683364633,3.3875453036963495e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3630291457763715e-22,9.708674754382184e-17,2.1685220300398153e-26,8.254410066140967e-17,0.0,2.0553230380691214e-40,0.0,0.0,0.0,0.0,0.0,3.7229486613679133e-22,0.0,0.0,0.0,6.619951698017225e-29,0.0,0.0,0.0,0.0,7.331810121648581e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7545750380467424e-37,0.0,2.76359304444856e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.943882026927619e-27,0.0,0.0,0.0,1.4756245612444586e-39,0.0,1.0183963283043097e-28,0.0,3.1228180985471105e-33,0.0005390241738649259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.823601451195045e-12,0.0,4.724253565954214e-10,9.59793332662516e-28,0.0,0.0,7.883503636962538e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9337204935664874e-41,0.0,0.0,0.0,0.0,5.0638783905475586e-42,0.0,0.0,2.7352324716596904e-33,9.699379192207777e-35,0.0,0.0,0.0,9.25718538109801e-15,0.0,8.460140397005874e-27,5.358501056744326e-26,0.0,6.310314202356425e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7862952375604586e-11,6.085328375897206e-32,0.0,0.0,0.0,8.052484192768276e-33,8.31459204924728e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9171652061075427e-40,0.0,2.1498854304326567e-28,1.1566979905138287e-15,1.616839981829907e-39,0.0,0.0,4.564293361825684e-35,0.0,0.000173113136289555,0.0,0.0,0.0,0.0,1.2127754711596692e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4EP15,9.723920389115965e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.3160364953525801e-38,0.0,0.0,0.0,2.2212331305118112e-15,1.752014851025511e-21,3.094165651080043e-20,0.0,2.3670789995378922e-26,2.017195227713248e-40,0.0,0.0,0.0,0.0,0.0,0.00045372221621260754,0.0,0.0,0.0,2.1533992109495647e-29,0.0,4.217885110852259e-41,0.0,0.0,0.0,0.0,9.451855887513328e-35,0.0,0.0,0.0,0.0,1.1402366053488963e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.900557218317454e-17,0.0,0.0,0.0,1.6837973773861933e-09,0.0,0.0,0.270028111097718,2.9430396961367727e-13,0.0,0.0,0.0,2.799956373585618e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.779225677407018e-07,0.0,0.0,0.0,2.3756294547037624e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.843347017082208e-08,0.0,2.3927848894952214e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9096134564931174e-33,1.470555824239576e-40,0.0,0.0,0.0,0.0,6.722768602263477e-10,0.0,3.3567961659119856e-38,0.0,0.0,9.444795950635508e-21,0.0,2.3841897164271357e-31,6.244756978795063e-24,0.0,0.0,1.8337838888000333e-40,0.0,0.0,0.0,0.0291370757657208,0.0,1.967997533125468e-20,0.0,1.2396270070749772e-07,0.0,0.002428306829703575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.933506928956628e-42,0.0,0.0,0.0,0.0,0.0,9.01164736643347e-19,0.0,0.0,0.0,1.0394946246414722e-17,0.0,3.774082682578569e-11,1.9496416972431373e-34,6.712224277826023e-23,3.0036744257046517e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.096481402032839e-26,2.7895719352616995e-39,1.1772346285926553e-27,1.735527674288561e-39,2.6294922795080205e-37,0.0,0.0,0.0,9.320174217882801e-29,0.0,4.6750825121509395e-40,0.0,0.0,0.0,0.0,0.0,1.0691498114365551e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5672291819175456e-41,0.0,0.0,0.03159226119275419,0.0,0.0,1.1750782842763565e-27,2.386676188695228e-25,0.0,0.0,0.0,8.949491835927969e-05,0.0,0.0,0.0,2.4759572848747045e-30,0.0,0.0,0.0,0.0,0.0,0.0,6.521567069704726e-05,0.0,0.0,2.7026158561875797e-11,0.0,0.0,0.0,0.0,0.0,0.19041329157782816,0.0,0.0,0.0,1.746035126069802e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.130098586201922e-10,0.0,1.8208057336951656e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8374834802197988e-24,6.214071868104747e-16,0.0,0.0,0.0,0.0,3.2405384852801246e-30,0.0,6.483068878520331e-19,1.0674410384047095e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2866210071097126e-36,0.0,0.0,0.0,0.0,3.7884643521933176e-41,0.0,4.836007336256488e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8358111875818654e-40,0.0,2.0879063127945202e-38,8.396917033138503e-08,0.0,5.446147573020201e-34,0.0,3.796543621884267e-06,0.0,9.70380596288967e-15,1.7006689711772749e-37,9.133429904657803e-37,0.0,0.0,1.6722656502868412e-26,0.0,1.3022494866225577e-11,0.0,2.156438459251006e-25,1.4561096667026852e-14,0.0,0.0,3.607480803108095e-26,0.0,0.0,0.0,8.167691105071249e-33,0.0,0.0,0.0,0.000745275226779704,5.861042074180565e-24,3.324841929775815e-24,0.4750326031205345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1096428220843294e-30,9.369318407892842e-23,0.0,0.0,0.0,0.0,0.0,0.0,4.975810875263758e-09,0.0,0.0,0.0,7.476839840408935e-38,9.438752757639638e-18,0.0,0.0,9.243417900041696e-26,0.0,0.0,0.0,0.0,3.020984961009584e-39,0.0,0.0,1.0500904923451636e-13,0.0
4EP17,0.0,1.165488930713818e-06,0.4892408756852264,0.0,0.0,0.0,0.0,0.0,0.0,6.513882001936994e-12,0.0,1.524016736402997e-05,1.5068462362177167e-40,0.0,0.0,0.0,3.560819071690771e-35,2.871937492045259e-26,0.0,0.0,0.0,0.0,6.967851157953325e-41,0.0,0.0,0.0,0.0,6.417511621066806e-16,4.768257060529493e-34,0.0,0.0,0.0,0.0,1.919540653024773e-21,0.0,0.0,0.0,0.0,0.0,3.949247849644051e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9346830333896335e-13,0.0,0.0,0.0,0.0,0.0,4.4694968864423586e-08,0.0,0.0,0.0,0.0,6.761028113163926e-10,0.0,0.0,5.596202153360379e-27,2.532438624101545e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.081285819048075e-05,0.0,0.0,1.9632997448955328e-38,4.3537509965161036e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.36574268463792386,7.902534190863686e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0230904485031359e-36,1.805018841780903e-35,4.8122572033956155e-33,1.3540201740679781e-35,0.0,0.0,0.0,0.0,8.62355902258112e-38,3.430196000520167e-13,0.00036120867783684353,0.0,0.0,0.0,1.4608443267189772e-27,6.7883983188868e-37,0.0,0.0,1.4114427484297747e-41,9.51248270288455e-20,0.0,0.0,3.7212674976110896e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.295266281121863e-38,0.0,0.0,0.0,0.0,6.108073027718355e-23,6.636412493171812e-41,0.0,7.68951599566023e-14,0.0,1.1282773152434207e-40,0.0,0.0,0.0,0.0,2.047899393761028e-28,4.8631374644305776e-27,0.0,0.0,1.2982811919326045e-11,0.0,2.6904356657361383e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1521735792118445e-22,0.0,1.4687692681111344e-19,4.6421151069255114e-32,3.621870587576905e-18,6.470942978245014e-11,0.0,0.0,8.61039210944309e-14,0.0,5.4131943230414095e-37,0.0,2.89873733948928e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.926566897889417e-37,0.0,1.7062617226081276e-35,0.0,0.0,1.8562400270147955e-28,2.397444473368895e-08,0.0,0.0,3.961583292815925e-35,0.0,0.0,0.0,6.695180101969802e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.5823291880002387e-33,0.0,1.7666503213660073e-36,6.562363800189898e-39,0.0,0.0,0.0,0.0,0.0,4.5475383562863235e-12,4.11793084002219e-18,0.0,0.0,2.1597156469119246e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0341437821974452e-31,0.0,0.0,0.0,0.0,0.0,1.461012126608654e-11,0.0,0.0,2.997207047568969e-33,2.1925212245099264e-27,0.0,0.0,0.0,0.0,0.0,0.0,1.6158362982139275e-11,9.112487026766922e-31,0.0,0.0,0.0,0.0,0.0,2.55226783824393e-34,8.553096514420887e-22,1.8890502836481823e-10,0.11229689764899015,0.0,0.0,1.2870132142127507e-15,0.0,0.0,0.0,4.425816208750814e-12,0.0,0.0,5.248351368600103e-17,2.597224816955321e-28,0.0,9.542779188093741e-32,0.0,0.0,1.793105318523937e-30,0.0,1.5460934472087466e-11,0.0,0.0322256396664727,0.0,0.0,0.0,0.0,0.0,0.0,4.7439002611587296e-18,0.0,3.925855092908689e-31,5.23391842680727e-41,0.0,1.0585901824067353e-14,3.298207188837239e-14,0.0,8.552771671044719e-32,0.0,0.0,0.0,4.5410318080000773e-41,0.0,0.0,3.7875393110906795e-34,0.0,0.0,0.0,0.0,0.0,1.212597727882249e-40,2.2213160082705437e-29,0.0,2.1722870855696647e-21,7.975231879605639e-40,0.0,0.0,0.0,6.097802813957886e-35,0.0,0.0,0.0,2.83562086310182e-33,0.0,5.917520656205845e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.084033755931779e-24,0.0,0.0,1.426281099058628e-37,0.0,0.0,1.0487653375201168e-16,6.902050474933212e-11,0.0,0.0,5.540475594870684e-05,0.0,0.0,0.0,0.0,7.523945908363658e-40,0.0,9.82789540256162e-33,0.0,0.0,0.0,0.0,0.0,1.3180960462767383e-18,1.5407009396003096e-22,0.0,2.250275580127946e-20,0.0
